Biosample Id,Associated Study,Processing Type,Raw Data File,Raw Data Object Alt Id,Processed Data Directory,mass spec configuration name,lc config name,instrument used,processing institution,instrument analysis start date,instrument analysis end date,execution resource
nmdc:bsm-11-b9fkb170,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_123_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826324,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 07:17:05 PM,2019-08-09 07:51:07 PM,EMSL-RZR
nmdc:bsm-11-04m6we23,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_158_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826326,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 03:49:21 AM,2019-08-10 04:23:21 AM,EMSL-RZR
nmdc:bsm-11-159gdx65,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_121_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826327,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 05:51:44 PM,2019-08-09 06:25:45 PM,EMSL-RZR
nmdc:bsm-11-py7q0m65,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_357_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826328,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 07:28:24 PM,2019-08-10 08:02:26 PM,EMSL-RZR
nmdc:bsm-11-w975n178,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_185_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826329,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 10:13:25 AM,2019-08-10 10:47:26 AM,EMSL-RZR
nmdc:bsm-11-04m6we23,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_158_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826332,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 11:33:38 AM,2019-08-13 12:07:41 PM,EMSL-RZR
nmdc:bsm-11-rs14d860,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_122_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826333,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 06:34:27 PM,2019-08-09 07:08:30 PM,EMSL-RZR
nmdc:bsm-11-2q99gj44,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_367_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826334,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 08:11:00 PM,2019-08-10 08:45:03 PM,EMSL-RZR
nmdc:bsm-11-nwrpa081,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_150_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826335,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 11:33:10 PM,2019-08-10 12:07:12 AM,EMSL-RZR
nmdc:bsm-11-79akrx93,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_143_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826337,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 10:07:44 PM,2019-08-09 10:41:46 PM,EMSL-RZR
nmdc:bsm-11-ptpskz27,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_181_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826338,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 05:14:40 AM,2019-08-10 05:48:41 AM,EMSL-RZR
nmdc:bsm-11-b3sv8974,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_115_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826339,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-12 09:20:00 PM,2019-08-12 09:54:02 PM,EMSL-RZR
nmdc:bsm-11-90m44r31,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_141_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826340,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 09:25:06 PM,2019-08-09 09:59:08 PM,EMSL-RZR
nmdc:bsm-11-14gaha39,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_116_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826341,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 02:18:17 PM,2019-08-09 02:52:19 PM,EMSL-RZR
nmdc:bsm-11-rs14d860,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_122_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826343,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 02:18:44 AM,2019-08-13 02:52:47 AM,EMSL-RZR
nmdc:bsm-11-159gdx65,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_121_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826344,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 01:36:00 AM,2019-08-13 02:10:04 AM,EMSL-RZR
nmdc:bsm-11-cv986432,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_380_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826345,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 11:01:43 PM,2019-08-10 11:35:45 PM,EMSL-RZR
nmdc:bsm-11-bjf79y17,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_381_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826346,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 11:44:27 PM,2019-08-11 12:18:27 AM,EMSL-RZR
nmdc:bsm-11-68grq481,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_182_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826347,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 03:49:38 PM,2019-08-13 04:23:38 PM,EMSL-RZR
nmdc:bsm-11-h3hy9n30,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_204_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826348,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 05:20:21 PM,2019-08-10 05:54:21 PM,EMSL-RZR
nmdc:bsm-11-xgxx3a26,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_118_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826349,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 03:43:42 PM,2019-08-09 04:17:43 PM,EMSL-RZR
nmdc:bsm-11-68grq481,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_182_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826350,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 08:05:21 AM,2019-08-10 08:39:22 AM,EMSL-RZR
nmdc:bsm-11-x7mzxg65,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_183_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826351,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 08:48:03 AM,2019-08-10 09:22:05 AM,EMSL-RZR
nmdc:bsm-11-x7mzxg65,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_183_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826352,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 04:32:14 PM,2019-08-13 05:06:17 PM,EMSL-RZR
nmdc:bsm-11-3zse0483,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_193_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826353,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 11:38:50 AM,2019-08-10 12:12:50 PM,EMSL-RZR
nmdc:bsm-11-ffqqa548,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_144_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826354,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 06:34:53 AM,2019-08-13 07:08:54 AM,EMSL-RZR
nmdc:bsm-11-t2vkc453,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_198_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826356,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 03:12:20 PM,2019-08-10 03:46:20 PM,EMSL-RZR
nmdc:bsm-11-ptpskz27,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_181_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826358,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 12:58:57 PM,2019-08-13 01:32:57 PM,EMSL-RZR
nmdc:bsm-11-9z06af42,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_157_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826359,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 10:50:52 AM,2019-08-13 11:24:53 AM,EMSL-RZR
nmdc:bsm-11-1bqdh708,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_356_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826360,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 06:45:47 PM,2019-08-10 07:19:49 PM,EMSL-RZR
nmdc:bsm-11-7znq0579,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_197_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826362,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 02:29:36 PM,2019-08-10 03:03:38 PM,EMSL-RZR
nmdc:bsm-11-t92xwp23,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_196_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826363,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 01:46:52 PM,2019-08-10 02:20:53 PM,EMSL-RZR
nmdc:bsm-11-qvset022,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_120_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826364,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 12:53:20 AM,2019-08-13 01:27:24 AM,EMSL-RZR
nmdc:bsm-11-b3sv8974,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_115_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826367,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 01:35:37 PM,2019-08-09 02:09:39 PM,EMSL-RZR
nmdc:bsm-11-ct9j2a57,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_379_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826368,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 10:19:05 PM,2019-08-10 10:53:05 PM,EMSL-RZR
nmdc:bsm-11-1m6hbz45,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_194_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826369,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 12:21:30 PM,2019-08-10 12:55:31 PM,EMSL-RZR
nmdc:bsm-11-gtm4g950,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_184_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826370,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 05:14:56 PM,2019-08-13 05:48:59 PM,EMSL-RZR
nmdc:bsm-11-79akrx93,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_143_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826371,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 05:52:09 AM,2019-08-13 06:26:10 AM,EMSL-RZR
nmdc:bsm-11-48v4sw50,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_368_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826372,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 08:53:44 PM,2019-08-10 09:27:44 PM,EMSL-RZR
nmdc:bsm-11-7djjq022,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_117_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826374,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-12 10:45:25 PM,2019-08-12 11:19:28 PM,EMSL-RZR
nmdc:bsm-11-xgxx3a26,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_118_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826375,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-12 11:28:01 PM,2019-08-13 12:02:04 AM,EMSL-RZR
nmdc:bsm-11-gprkp657,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_202_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826378,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 03:54:59 PM,2019-08-10 04:28:59 PM,EMSL-RZR
nmdc:bsm-11-jwwc2a18,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_151_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826379,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 08:00:08 AM,2019-08-13 08:34:11 AM,EMSL-RZR
nmdc:bsm-11-jwwc2a18,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_151_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826380,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 12:15:54 AM,2019-08-10 12:49:54 AM,EMSL-RZR
nmdc:bsm-11-b9fkb170,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_123_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826381,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 03:01:28 AM,2019-08-13 03:35:29 AM,EMSL-RZR
nmdc:bsm-11-639vnx06,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_186_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826382,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 10:56:07 AM,2019-08-10 11:30:09 AM,EMSL-RZR
nmdc:bsm-11-hg2mgq25,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_369_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826383,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 09:36:24 PM,2019-08-10 10:10:24 PM,EMSL-RZR
nmdc:bsm-11-14gaha39,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_116_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826385,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-12 10:02:41 PM,2019-08-12 10:36:44 PM,EMSL-RZR
nmdc:bsm-11-nwrpa081,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_150_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826405,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 07:17:31 AM,2019-08-13 07:51:31 AM,EMSL-RZR
nmdc:bsm-11-3nntxr12,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_133_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826416,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 03:44:06 AM,2019-08-13 04:18:06 AM,EMSL-RZR
nmdc:bsm-11-17jhr354,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_203_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826417,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-10 04:37:35 PM,2019-08-10 05:11:36 PM,EMSL-RZR
nmdc:bsm-11-ffqqa548,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_144_Lipids_POS_09Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826418,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-09 10:50:28 PM,2019-08-09 11:24:29 PM,EMSL-RZR
nmdc:bsm-11-h3hy9n30,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_204_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826835,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 01:04:26 AM,2019-08-14 01:38:27 AM,EMSL-RZR
nmdc:bsm-11-gprkp657,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_202_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826837,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-13 11:39:04 PM,2019-08-14 12:13:05 AM,EMSL-RZR
nmdc:bsm-11-48v4sw50,nmdc:sty-11-dcqce727,MPLEX,EMSL_49991_Brodie_368_Lipids_Neg_12Aug19_Lola-WCSH417820.raw,https://status.my.emsl.pnl.gov/view/1826840,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL metabolomics GC/MS mass spectrometry method,VOrbiETD04,EMSL,2019-08-14 04:37:49 AM,2019-08-14 05:11:50 AM,EMSL-RZR
