biosample_id,raw_data_identifier,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-94aecm50,nmdc:omprc-11-vp54yn35,ProcessedSample6_NOM,NOM
nmdc:bsm-11-x3xvyz63,nmdc:omprc-11-phr1k495,ProcessedSample6_NOM,NOM
nmdc:bsm-11-a5p97d57,nmdc:omprc-11-gst15603,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ax989290,nmdc:omprc-11-adjx8k29,ProcessedSample6_NOM,NOM
nmdc:bsm-11-kg4nyv82,nmdc:omprc-11-4a4a9e57,ProcessedSample6_NOM,NOM
nmdc:bsm-11-fk61zn73,nmdc:omprc-11-qsp0tw43,ProcessedSample6_NOM,NOM
nmdc:bsm-11-bezwmk20,nmdc:omprc-11-h0chx354,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k80fsj34,nmdc:omprc-11-99mcs509,ProcessedSample6_NOM,NOM
nmdc:bsm-11-qds4dc02,nmdc:omprc-11-5apr4550,ProcessedSample6_NOM,NOM
nmdc:bsm-11-j7r3aa94,nmdc:omprc-11-yv2q2d17,ProcessedSample6_NOM,NOM
nmdc:bsm-11-0jdesy83,nmdc:omprc-11-tkgvvh64,ProcessedSample6_NOM,NOM
nmdc:bsm-11-6hhjj176,nmdc:omprc-11-3kyjxw72,ProcessedSample6_NOM,NOM
nmdc:bsm-11-h19v3371,nmdc:omprc-11-qcdvzh14,ProcessedSample6_NOM,NOM
nmdc:bsm-11-mj1wn380,nmdc:omprc-11-zk5f9k62,ProcessedSample6_NOM,NOM
nmdc:bsm-11-c2dcay73,nmdc:omprc-11-eqyrq918,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ayd9z833,nmdc:omprc-11-d31y9s03,ProcessedSample6_NOM,NOM
nmdc:bsm-11-58bnc777,nmdc:omprc-11-vk26b617,ProcessedSample6_NOM,NOM
nmdc:bsm-11-2rx2v171,nmdc:omprc-11-ja746y60,ProcessedSample6_NOM,NOM
nmdc:bsm-11-xvnjap82,nmdc:omprc-11-8sn9s367,ProcessedSample6_NOM,NOM
nmdc:bsm-11-0pyv7738,nmdc:omprc-11-5tgyrd14,ProcessedSample5_NOM,NOM
nmdc:bsm-11-fxjpfg48,nmdc:omprc-11-zaecx885,ProcessedSample5_NOM,NOM
nmdc:bsm-11-257rs124,nmdc:omprc-11-nh1tv540,ProcessedSample5_NOM,NOM
nmdc:bsm-11-fzgnr608,nmdc:omprc-11-y8tpy041,ProcessedSample5_NOM,NOM
nmdc:bsm-11-3t39zs54,nmdc:omprc-11-3a772c19,ProcessedSample5_NOM,NOM
nmdc:bsm-11-tptj8973,nmdc:omprc-11-340dtq29,ProcessedSample5_NOM,NOM
nmdc:bsm-11-g4awg313,nmdc:omprc-11-jccg1c48,ProcessedSample5_NOM,NOM
nmdc:bsm-11-r8p28n34,nmdc:omprc-11-g39d4r04,ProcessedSample5_NOM,NOM
nmdc:bsm-11-jy81gw62,nmdc:omprc-11-yjh21j10,ProcessedSample5_NOM,NOM
nmdc:bsm-11-znregv33,nmdc:omprc-11-3eb8fc14,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bh9fvn12,nmdc:omprc-11-bbynbm75,ProcessedSample5_NOM,NOM
nmdc:bsm-11-5x7fbf42,nmdc:omprc-11-21tder11,ProcessedSample5_NOM,NOM
nmdc:bsm-11-6a91zk58,nmdc:omprc-11-518ywr03,ProcessedSample5_NOM,NOM
nmdc:bsm-11-y7aj3f62,nmdc:omprc-11-hsp40j42,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2jsrz965,nmdc:omprc-11-mp9jd315,ProcessedSample5_NOM,NOM
nmdc:bsm-11-y9axdw58,nmdc:omprc-11-zw7bzx66,ProcessedSample5_NOM,NOM
nmdc:bsm-11-8w0xhp36,nmdc:omprc-11-18kdt652,ProcessedSample5_NOM,NOM
nmdc:bsm-11-db10jb17,nmdc:omprc-11-6rj5zh38,ProcessedSample5_NOM,NOM
nmdc:bsm-11-r8w5p337,nmdc:omprc-11-4nxppe54,ProcessedSample5_NOM,NOM
nmdc:bsm-11-fknbxp34,nmdc:omprc-11-avt1we27,ProcessedSample5_NOM,NOM
nmdc:bsm-11-sd32rh19,nmdc:omprc-11-dwzp6q47,ProcessedSample5_NOM,NOM
nmdc:bsm-11-mm9emb03,nmdc:omprc-11-66nb2738,ProcessedSample5_NOM,NOM
nmdc:bsm-11-8bfp0v23,nmdc:omprc-11-t6m73192,ProcessedSample5_NOM,NOM
nmdc:bsm-11-9n4rhn33,nmdc:omprc-11-z8yhpv14,ProcessedSample5_NOM,NOM
nmdc:bsm-11-735mfg90,nmdc:omprc-11-j0fztr22,ProcessedSample5_NOM,NOM
nmdc:bsm-11-v4vm1056,nmdc:omprc-11-s0ejh045,ProcessedSample5_NOM,NOM
nmdc:bsm-11-0806bb27,nmdc:omprc-11-cr450q45,ProcessedSample5_NOM,NOM
nmdc:bsm-11-tg45jq97,nmdc:omprc-11-6bttgp85,ProcessedSample5_NOM,NOM
nmdc:bsm-11-tkdcqc15,nmdc:omprc-11-dabj0b66,ProcessedSample5_NOM,NOM
nmdc:bsm-11-asckb102,nmdc:omprc-11-raqnzn04,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2yz57x63,nmdc:omprc-11-4edqf353,ProcessedSample5_NOM,NOM
nmdc:bsm-11-0egxc971,nmdc:omprc-11-b4jn1e46,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bdvqdz07,nmdc:omprc-11-qzx5ds81,ProcessedSample5_NOM,NOM
nmdc:bsm-11-tea8p723,nmdc:omprc-11-w1kvtj73,ProcessedSample5_NOM,NOM
nmdc:bsm-11-erpvhh22,nmdc:omprc-11-xpezrc60,ProcessedSample5_NOM,NOM
nmdc:bsm-11-gq90tb65,nmdc:omprc-11-35m6tr88,ProcessedSample5_NOM,NOM
nmdc:bsm-11-byftwh79,nmdc:omprc-11-e07hdm87,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bqtk8606,nmdc:omprc-11-w8n3qd75,ProcessedSample5_NOM,NOM
nmdc:bsm-11-6wrv4m85,nmdc:omprc-11-3w4q3c46,ProcessedSample5_NOM,NOM
nmdc:bsm-11-nf4e6z46,nmdc:omprc-11-azn6a548,ProcessedSample5_NOM,NOM
nmdc:bsm-11-m0gqjs15,nmdc:omprc-11-ja5szp91,ProcessedSample5_NOM,NOM
nmdc:bsm-11-6aafex28,nmdc:omprc-11-mx3vdn90,ProcessedSample5_NOM,NOM
nmdc:bsm-11-xjn64a84,nmdc:omprc-11-hmwrng56,ProcessedSample5_NOM,NOM
nmdc:bsm-11-168xmm55,nmdc:omprc-11-bx6v1b22,ProcessedSample5_NOM,NOM
nmdc:bsm-11-qa2yrv97,nmdc:omprc-11-gstptp66,ProcessedSample5_NOM,NOM
nmdc:bsm-11-kdhyc122,nmdc:omprc-11-f5x03f70,ProcessedSample5_NOM,NOM
nmdc:bsm-11-w6b84x52,nmdc:omprc-11-4rxnfh49,ProcessedSample5_NOM,NOM
nmdc:bsm-11-yxcsrv80,nmdc:omprc-11-630w0h52,ProcessedSample5_NOM,NOM
nmdc:bsm-11-g71van60,nmdc:omprc-11-9vatav94,ProcessedSample5_NOM,NOM
nmdc:bsm-11-w51n4t52,nmdc:omprc-11-394qy936,ProcessedSample5_NOM,NOM
nmdc:bsm-11-tm4de928,nmdc:omprc-11-4dkjj635,ProcessedSample5_NOM,NOM
nmdc:bsm-11-dt3r5061,nmdc:omprc-11-zgpevb74,ProcessedSample5_NOM,NOM
nmdc:bsm-11-1evk3b45,nmdc:omprc-11-fcpzys70,ProcessedSample5_NOM,NOM
nmdc:bsm-11-7ewmnr49,nmdc:omprc-11-3szffs14,ProcessedSample5_NOM,NOM
nmdc:bsm-11-94aecm50,nmdc:omprc-11-z7c16r93,ProcessedSample5_NOM,NOM
nmdc:bsm-11-x3xvyz63,nmdc:omprc-11-vkc76214,ProcessedSample5_NOM,NOM
nmdc:bsm-11-a5p97d57,nmdc:omprc-11-2e1y3f54,ProcessedSample5_NOM,NOM
nmdc:bsm-11-njtbj607,nmdc:omprc-11-mdnnby62,ProcessedSample5_NOM,NOM
nmdc:bsm-11-7g2azz24,nmdc:omprc-11-2770m091,ProcessedSample5_NOM,NOM
nmdc:bsm-11-ax989290,nmdc:omprc-11-g7m8th21,ProcessedSample5_NOM,NOM
nmdc:bsm-11-kg4nyv82,nmdc:omprc-11-mmxmfp73,ProcessedSample5_NOM,NOM
nmdc:bsm-11-f7b8rf18,nmdc:omprc-11-3pm1dq97,ProcessedSample5_NOM,NOM
nmdc:bsm-11-khwtxx58,nmdc:omprc-11-wwe1s090,ProcessedSample5_NOM,NOM
nmdc:bsm-11-11avmz59,nmdc:omprc-11-yhzbcx80,ProcessedSample5_NOM,NOM
nmdc:bsm-11-fk61zn73,nmdc:omprc-11-18e5nq52,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bezwmk20,nmdc:omprc-11-vk5cfc66,ProcessedSample5_NOM,NOM
nmdc:bsm-11-k80fsj34,nmdc:omprc-11-jy0j3g03,ProcessedSample5_NOM,NOM
nmdc:bsm-11-qds4dc02,nmdc:omprc-11-s3yh7x47,ProcessedSample5_NOM,NOM
nmdc:bsm-11-j7r3aa94,nmdc:omprc-11-es8tsy58,ProcessedSample5_NOM,NOM
nmdc:bsm-11-0jdesy83,nmdc:omprc-11-gfrd5768,ProcessedSample5_NOM,NOM
nmdc:bsm-11-6hhjj176,nmdc:omprc-11-xnng0958,ProcessedSample5_NOM,NOM
nmdc:bsm-11-h19v3371,nmdc:omprc-11-pmrxgq04,ProcessedSample5_NOM,NOM
nmdc:bsm-11-mj1wn380,nmdc:omprc-11-qdb2cd51,ProcessedSample5_NOM,NOM
nmdc:bsm-11-4e74mc69,nmdc:omprc-11-n9skcg44,ProcessedSample5_NOM,NOM
nmdc:bsm-11-c2dcay73,nmdc:omprc-11-9knygz81,ProcessedSample5_NOM,NOM
nmdc:bsm-11-ayd9z833,nmdc:omprc-11-g9rhad97,ProcessedSample5_NOM,NOM
nmdc:bsm-11-58bnc777,nmdc:omprc-11-3cjqpb45,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2rx2v171,nmdc:omprc-11-qvayr110,ProcessedSample5_NOM,NOM
nmdc:bsm-11-xvnjap82,nmdc:omprc-11-ky543x83,ProcessedSample5_NOM,NOM
nmdc:bsm-11-y7aj3f62,nmdc:omprc-11-x0m7k237,ProcessedSample6_NOM,NOM
nmdc:bsm-11-735mfg90,nmdc:omprc-11-rjtv8a30,ProcessedSample6_NOM,NOM
nmdc:bsm-11-njtbj607,nmdc:omprc-11-2evtyr69,ProcessedSample6_NOM,NOM
nmdc:bsm-11-bqtk8606,nmdc:omprc-11-3x82m789,ProcessedSample6_NOM,NOM
nmdc:bsm-11-asckb102,nmdc:omprc-11-g9an4x94,ProcessedSample6_NOM,NOM
nmdc:bsm-11-tm4de928,nmdc:omprc-11-4v6zzb77,ProcessedSample6_NOM,NOM
nmdc:bsm-11-v4vm1056,nmdc:omprc-11-g15aen38,ProcessedSample6_NOM,NOM
nmdc:bsm-11-khwtxx58,nmdc:omprc-11-n420zz04,ProcessedSample6_NOM,NOM
nmdc:bsm-11-9n4rhn33,nmdc:omprc-11-w7c67n51,ProcessedSample6_NOM,NOM
nmdc:bsm-11-tg45jq97,nmdc:omprc-11-fjtbw290,ProcessedSample6_NOM,NOM
nmdc:bsm-11-y9axdw58,nmdc:omprc-11-yp2yn874,ProcessedSample6_NOM,NOM
nmdc:bsm-11-f7b8rf18,nmdc:omprc-11-mqbyjc79,ProcessedSample6_NOM,NOM
nmdc:bsm-11-6a91zk58,nmdc:omprc-11-1mckrt73,ProcessedSample6_NOM,NOM
nmdc:bsm-11-znregv33,nmdc:omprc-11-hc6x4k19,ProcessedSample6_NOM,NOM
nmdc:bsm-11-w6b84x52,nmdc:omprc-11-s9g5va40,ProcessedSample6_NOM,NOM
nmdc:bsm-11-0egxc971,nmdc:omprc-11-jjybqb98,ProcessedSample6_NOM,NOM
nmdc:bsm-11-2jsrz965,nmdc:omprc-11-3edcgp27,ProcessedSample6_NOM,NOM
nmdc:bsm-11-11avmz59,nmdc:omprc-11-xwt85h24,ProcessedSample6_NOM,NOM
nmdc:bsm-11-8w0xhp36,nmdc:omprc-11-5n13xk66,ProcessedSample6_NOM,NOM
nmdc:bsm-11-sd32rh19,nmdc:omprc-11-7zxwpj72,ProcessedSample6_NOM,NOM
nmdc:bsm-11-4e74mc69,nmdc:omprc-11-z6637215,ProcessedSample6_NOM,NOM
nmdc:bsm-11-6aafex28,nmdc:omprc-11-4wnxcd04,ProcessedSample6_NOM,NOM
nmdc:bsm-11-m0gqjs15,nmdc:omprc-11-sknrdt94,ProcessedSample6_NOM,NOM
nmdc:bsm-11-gq90tb65,nmdc:omprc-11-qvpn6a34,ProcessedSample6_NOM,NOM
nmdc:bsm-11-7ewmnr49,nmdc:omprc-11-g69n8r16,ProcessedSample6_NOM,NOM
nmdc:bsm-11-nf4e6z46,nmdc:omprc-11-5xf77a35,ProcessedSample6_NOM,NOM
nmdc:bsm-11-g71van60,nmdc:omprc-11-0cvdw620,ProcessedSample6_NOM,NOM
nmdc:bsm-11-5x7fbf42,nmdc:omprc-11-efrjm543,ProcessedSample6_NOM,NOM
nmdc:bsm-11-r8p28n34,nmdc:omprc-11-x8km2t69,ProcessedSample6_NOM,NOM
nmdc:bsm-11-7g2azz24,nmdc:omprc-11-dm3sp412,ProcessedSample6_NOM,NOM
nmdc:bsm-11-w51n4t52,nmdc:omprc-11-35f0mh29,ProcessedSample6_NOM,NOM
nmdc:bsm-11-0806bb27,nmdc:omprc-11-hmjs0a30,ProcessedSample6_NOM,NOM
nmdc:bsm-11-xjn64a84,nmdc:omprc-11-bfjnc483,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k15r9e35,nmdc:omprc-11-n460v794,ProcessedSample6_NOM,NOM
nmdc:bsm-11-w9adh495,nmdc:omprc-11-ct896d98,ProcessedSample6_NOM,NOM
nmdc:bsm-11-qdmxxf54,nmdc:omprc-11-ahcmjp25,ProcessedSample6_NOM,NOM
nmdc:bsm-11-v6g7n582,nmdc:omprc-11-hdqr5j84,ProcessedSample6_NOM,NOM
nmdc:bsm-11-v1xm4a94,nmdc:omprc-11-b6n5e394,ProcessedSample6_NOM,NOM
nmdc:bsm-11-4qsq3342,nmdc:omprc-11-ykbxtf81,ProcessedSample6_NOM,NOM
nmdc:bsm-11-9mc76767,nmdc:omprc-11-5frq5a22,ProcessedSample6_NOM,NOM
nmdc:bsm-11-xbnfea23,nmdc:omprc-11-shmpjf50,ProcessedSample6_NOM,NOM
nmdc:bsm-11-krxtta40,nmdc:omprc-11-f9h4c114,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ez3ya077,nmdc:omprc-11-mph4x024,ProcessedSample6_NOM,NOM
nmdc:bsm-11-cg81dh17,nmdc:omprc-11-kb4xbf57,ProcessedSample6_NOM,NOM
nmdc:bsm-11-2k7hev41,nmdc:omprc-11-c7xj3p86,ProcessedSample6_NOM,NOM
nmdc:bsm-11-a02t4p66,nmdc:omprc-11-btk7je49,ProcessedSample6_NOM,NOM
nmdc:bsm-11-d015e695,nmdc:omprc-11-1p2qxp30,ProcessedSample6_NOM,NOM
nmdc:bsm-11-4d160d95,nmdc:omprc-11-fqam1e40,ProcessedSample6_NOM,NOM
nmdc:bsm-11-y9gtp379,nmdc:omprc-11-6srvhd76,ProcessedSample6_NOM,NOM
nmdc:bsm-11-dff0sj08,nmdc:omprc-11-h8k1ff17,ProcessedSample6_NOM,NOM
nmdc:bsm-11-1mzcdt88,nmdc:omprc-11-bcw6z519,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ey4dne59,nmdc:omprc-11-w3wntq25,ProcessedSample6_NOM,NOM
nmdc:bsm-11-01bbrr08,nmdc:omprc-11-31nznj57,ProcessedSample6_NOM,NOM
nmdc:bsm-11-zrmt9512,nmdc:omprc-11-m2jtvp07,ProcessedSample6_NOM,NOM
nmdc:bsm-11-7gszgx86,nmdc:omprc-11-hd2thd11,ProcessedSample6_NOM,NOM
nmdc:bsm-11-rvtcjz14,nmdc:omprc-11-497mva05,ProcessedSample6_NOM,NOM
nmdc:bsm-11-vyt1ek46,nmdc:omprc-11-dgt0s929,ProcessedSample6_NOM,NOM
nmdc:bsm-11-p93kbp07,nmdc:omprc-11-fam3w242,ProcessedSample6_NOM,NOM
nmdc:bsm-11-1znmzj36,nmdc:omprc-11-cce60h75,ProcessedSample6_NOM,NOM
nmdc:bsm-11-dnpz7239,nmdc:omprc-11-q97y3y64,ProcessedSample6_NOM,NOM
nmdc:bsm-11-vqdk8776,nmdc:omprc-11-r5rcpn45,ProcessedSample6_NOM,NOM
nmdc:bsm-11-1fw8f065,nmdc:omprc-11-vvt2wy16,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k15r9e35,nmdc:omprc-11-ks6b5055,ProcessedSample5_NOM,NOM
nmdc:bsm-11-w9adh495,nmdc:omprc-11-dn3pft19,ProcessedSample5_NOM,NOM
nmdc:bsm-11-qdmxxf54,nmdc:omprc-11-fvevdw87,ProcessedSample5_NOM,NOM
nmdc:bsm-11-v6g7n582,nmdc:omprc-11-5hszda13,ProcessedSample5_NOM,NOM
nmdc:bsm-11-v1xm4a94,nmdc:omprc-11-kbbcpk84,ProcessedSample5_NOM,NOM
nmdc:bsm-11-4qsq3342,nmdc:omprc-11-zaaeth97,ProcessedSample5_NOM,NOM
nmdc:bsm-11-9mc76767,nmdc:omprc-11-8gk3za11,ProcessedSample5_NOM,NOM
nmdc:bsm-11-xbnfea23,nmdc:omprc-11-g7wb2x04,ProcessedSample5_NOM,NOM
nmdc:bsm-11-krxtta40,nmdc:omprc-11-288dfm90,ProcessedSample5_NOM,NOM
nmdc:bsm-11-ez3ya077,nmdc:omprc-11-vekgnh61,ProcessedSample5_NOM,NOM
nmdc:bsm-11-cg81dh17,nmdc:omprc-11-gscmhy86,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2k7hev41,nmdc:omprc-11-3dxg0602,ProcessedSample5_NOM,NOM
nmdc:bsm-11-a02t4p66,nmdc:omprc-11-n1e8b453,ProcessedSample5_NOM,NOM
nmdc:bsm-11-d015e695,nmdc:omprc-11-kw55vm08,ProcessedSample5_NOM,NOM
nmdc:bsm-11-4d160d95,nmdc:omprc-11-tastw053,ProcessedSample5_NOM,NOM
nmdc:bsm-11-y9gtp379,nmdc:omprc-11-e72gg207,ProcessedSample5_NOM,NOM
nmdc:bsm-11-dff0sj08,nmdc:omprc-11-bcfh0914,ProcessedSample5_NOM,NOM
nmdc:bsm-11-1mzcdt88,nmdc:omprc-11-dr7vgm69,ProcessedSample5_NOM,NOM
nmdc:bsm-11-ey4dne59,nmdc:omprc-11-wvq9a059,ProcessedSample5_NOM,NOM
nmdc:bsm-11-01bbrr08,nmdc:omprc-11-887h4j98,ProcessedSample5_NOM,NOM
nmdc:bsm-11-zrmt9512,nmdc:omprc-11-c3b0vr83,ProcessedSample5_NOM,NOM
nmdc:bsm-11-7gszgx86,nmdc:omprc-11-r5p7g028,ProcessedSample5_NOM,NOM
nmdc:bsm-11-rvtcjz14,nmdc:omprc-11-g8e81e51,ProcessedSample5_NOM,NOM
nmdc:bsm-11-vyt1ek46,nmdc:omprc-11-n4qcfs69,ProcessedSample5_NOM,NOM
nmdc:bsm-11-p93kbp07,nmdc:omprc-11-jh3gg687,ProcessedSample5_NOM,NOM
nmdc:bsm-11-1znmzj36,nmdc:omprc-11-rzknb229,ProcessedSample5_NOM,NOM
nmdc:bsm-11-dnpz7239,nmdc:omprc-11-jr5p9175,ProcessedSample5_NOM,NOM
nmdc:bsm-11-nry8v628,nmdc:omprc-11-64jgb296,ProcessedSample5_NOM,NOM
nmdc:bsm-11-vqdk8776,nmdc:omprc-11-7f6t1a27,ProcessedSample5_NOM,NOM
nmdc:bsm-11-1fw8f065,nmdc:omprc-11-vcpv8746,ProcessedSample5_NOM,NOM
nmdc:bsm-11-npdqsc91,nmdc:omprc-11-3dgb1k72,ProcessedSample6_NOM,NOM
nmdc:bsm-11-phd12563,nmdc:omprc-11-k4vvee09,ProcessedSample6_NOM,NOM
nmdc:bsm-11-kf955787,nmdc:omprc-11-1m47x019,ProcessedSample6_NOM,NOM
nmdc:bsm-11-tfs5e732,nmdc:omprc-11-dgzpxj10,ProcessedSample6_NOM,NOM
nmdc:bsm-11-2576zp70,nmdc:omprc-11-stjhp057,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ekbwev02,nmdc:omprc-11-3ak40605,ProcessedSample6_NOM,NOM
nmdc:bsm-11-32c8zj88,nmdc:omprc-11-jmjptv12,ProcessedSample6_NOM,NOM
nmdc:bsm-11-05yzsw39,nmdc:omprc-11-dz8zd279,ProcessedSample6_NOM,NOM
nmdc:bsm-11-44c0aq57,nmdc:omprc-11-rgk4jn93,ProcessedSample6_NOM,NOM
nmdc:bsm-11-geqw3z50,nmdc:omprc-11-pjvxka50,ProcessedSample6_NOM,NOM
nmdc:bsm-11-aa9a5t32,nmdc:omprc-11-7dsgbd91,ProcessedSample6_NOM,NOM
nmdc:bsm-11-npdqsc91,nmdc:omprc-11-4tq5bj43,ProcessedSample5_NOM,NOM
nmdc:bsm-11-phd12563,nmdc:omprc-11-x979y030,ProcessedSample5_NOM,NOM
nmdc:bsm-11-kf955787,nmdc:omprc-11-y2n4c061,ProcessedSample5_NOM,NOM
nmdc:bsm-11-tfs5e732,nmdc:omprc-11-zhstrx60,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2576zp70,nmdc:omprc-11-7g2s0954,ProcessedSample5_NOM,NOM
nmdc:bsm-11-ekbwev02,nmdc:omprc-11-7ffz4n61,ProcessedSample5_NOM,NOM
nmdc:bsm-11-32c8zj88,nmdc:omprc-11-qavqd129,ProcessedSample5_NOM,NOM
nmdc:bsm-11-05yzsw39,nmdc:omprc-11-dgbsr336,ProcessedSample5_NOM,NOM
nmdc:bsm-11-44c0aq57,nmdc:omprc-11-gj34d076,ProcessedSample5_NOM,NOM
nmdc:bsm-11-geqw3z50,nmdc:omprc-11-fsed0813,ProcessedSample5_NOM,NOM
nmdc:bsm-11-aa9a5t32,nmdc:omprc-11-xdg26293,ProcessedSample5_NOM,NOM
nmdc:bsm-11-nry8v628,nmdc:omprc-11-fs9qk106,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k2mmz569,nmdc:omprc-11-yn6h2g43,ProcessedSample5_NOM,NOM
nmdc:bsm-11-0jw46z66,nmdc:omprc-11-xc9ac874,ProcessedSample5_NOM,NOM
nmdc:bsm-11-s221qj30,nmdc:omprc-11-db3gyn37,ProcessedSample5_NOM,NOM
nmdc:bsm-11-j0egy146,nmdc:omprc-11-s1v86j53,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2ak1nh85,nmdc:omprc-11-1x8jrj75,ProcessedSample5_NOM,NOM
nmdc:bsm-11-0jw46z66,nmdc:omprc-11-79kmhz16,ProcessedSample6_NOM,NOM
nmdc:bsm-11-zbhbtw37,nmdc:omprc-11-ns4x3v64,ProcessedSample5_NOM,NOM
nmdc:bsm-11-zbhbtw37,nmdc:omprc-11-242zav97,ProcessedSample6_NOM,NOM
nmdc:bsm-11-5jp1rt97,nmdc:omprc-11-x06p3q70,ProcessedSample5_NOM,NOM
nmdc:bsm-11-5jp1rt97,nmdc:omprc-11-j1s4by35,ProcessedSample6_NOM,NOM
nmdc:bsm-11-sss6cr19,nmdc:omprc-11-6pjef688,ProcessedSample5_NOM,NOM
nmdc:bsm-11-sss6cr19,nmdc:omprc-11-9qwvv298,ProcessedSample6_NOM,NOM
nmdc:bsm-11-rhx6ak95,nmdc:omprc-11-z1n97a16,ProcessedSample5_NOM,NOM
nmdc:bsm-11-rhx6ak95,nmdc:omprc-11-sgk3rt58,ProcessedSample6_NOM,NOM
nmdc:bsm-11-23w82g32,nmdc:omprc-11-2br1xh54,ProcessedSample5_NOM,NOM
nmdc:bsm-11-23w82g32,nmdc:omprc-11-ezntsh12,ProcessedSample6_NOM,NOM
nmdc:bsm-11-s221qj30,nmdc:omprc-11-7m95jp87,ProcessedSample6_NOM,NOM
nmdc:bsm-11-bv1r0a82,nmdc:omprc-11-9m4ayy74,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bv1r0a82,nmdc:omprc-11-kdg5zd24,ProcessedSample6_NOM,NOM
nmdc:bsm-11-m2t0ph05,nmdc:omprc-11-gad39142,ProcessedSample5_NOM,NOM
nmdc:bsm-11-m2t0ph05,nmdc:omprc-11-wn427660,ProcessedSample6_NOM,NOM
nmdc:bsm-11-j0egy146,nmdc:omprc-11-czttzd94,ProcessedSample6_NOM,NOM
nmdc:bsm-11-8b8b0344,nmdc:omprc-11-6ctntn17,ProcessedSample5_NOM,NOM
