raw_data_identifier,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
5A3_2_9_angenent-65-s002-a04.raw,nmdc:bsm-11-pnk53a41,"Sludge microbial communities from Ithaca, New York, USA - 13114.angenent.65.s002",high,ProcessedSample8_bulk_feces,bulk_feces
4E3_1_58_thomas-18-s032-a04.raw,nmdc:bsm-11-fc8rcc81,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s032",high,ProcessedSample8_bulk_feces,bulk_feces
4B8_3_35_pinto-63-s004-a04.raw,nmdc:bsm-11-jztbkk08,"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s004",high,ProcessedSample8_bulk_feces,bulk_feces
2B2_3_49_jensen-43-s014-a03.raw,nmdc:bsm-11-yjactw44,"Marine sediment microbial communities from Caribbean Sea, Quintana Roo, Mexico - 13114.jensen.43.s014",high,ProcessedSample8_bulk_feces,bulk_feces
4D1_1_16_thomas-18-s031-a04.raw,nmdc:bsm-11-hx5a6080,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s031",high,ProcessedSample8_bulk_feces,bulk_feces
4B3_2_65_pinto-63-s017-a03.raw,nmdc:bsm-11-851ejn28,"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s017",high,ProcessedSample8_bulk_feces,bulk_feces
4D4_1_24_thomas-18-s033-a03.raw,nmdc:bsm-11-74x7mx45,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s033",high,ProcessedSample8_bulk_feces,bulk_feces
5C10_3_57_sandin-54-s002-a04.raw,nmdc:bsm-11-wwan3s29,"Fish gut microbial communities from Santa Catalina Island, CA, USA - 13114.sandin.54.s002",high,ProcessedSample8_bulk_feces,bulk_feces
4E11_1_75_thomas-18-s039-a04.raw,nmdc:bsm-11-edap6131,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s039",high,ProcessedSample8_bulk_feces,bulk_feces
4D12_1_51_thomas-18-s051-a04.raw,nmdc:bsm-11-69qw4z81,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s051",high,ProcessedSample8_bulk_feces,bulk_feces
5B6_3_4_sandin-54-s010-a04.raw,nmdc:bsm-11-pvh31c44,"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA - 13114.sandin.54.s010",high,ProcessedSample8_bulk_feces,bulk_feces
4C5_3_71_pinto-63-s014-a04.raw,nmdc:bsm-11-vtnvjb29,"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s014",high,ProcessedSample8_bulk_feces,bulk_feces
7B7_8_16_song-51-s009-a04.raw,nmdc:bsm-11-vma72763,"Fecal microbial communities from dwarf mongoose in National Zoo, Maryland, USA - 13114.song.51.s009",high,ProcessedSample8_bulk_feces,bulk_feces
EMP_Feces_jensen_43_s005_a03_M_104.cdf,nmdc:bsm-11-sbxbyj04,"Marine sediment microbial communities from Caribbean Sea, Belize - 13114.jensen.43.s005",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_sandin_54_s003_a03_M_180.cdf,nmdc:bsm-11-4r1qkv30,"Fish gut microbial communities from Santa Catalina Island, CA, USA - 13114.sandin.54.s003",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s013_a03_M_017.cdf,nmdc:bsm-11-mtkz3j68,"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s013",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mayer_34_s002_a03_M_081.cdf,nmdc:bsm-11-097t3b49,"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s002",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s005_a03_M_012.cdf,nmdc:bsm-11-3c3w4c53,"Stony coral microbial communities from Gulf of Panama, Saboga, Panama - 13114.zaneveld.9.s005",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_53_s015_a03_M_178.cdf,nmdc:bsm-11-crdrx267,"Fecal microbial communities from cassowary in National Zoo, Maryland, USA - 13114.song.53.s015",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s020_a03_M_002.cdf,nmdc:bsm-11-x5xj6p33,"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s020",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_jensen_43_s010_a03_M_108.cdf,nmdc:bsm-11-dev30993,"Marine sediment microbial communities from Northeast Pacific Ocean, San Diego, California, Pacific Ocean - 13114.jensen.43.s010",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s042_a03_M_044.cdf,nmdc:bsm-11-g9s8zb84,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s042",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_52_s007_a03_M_155.cdf,nmdc:bsm-11-t4qhe818,"Fecal microbial communities from green anaconda in National Zoo, Maryland, USA - 13114.song.52.s007",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s009_a03_M_039.cdf,nmdc:bsm-11-6zvasb85,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s009",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_rohwer_86_s002_a03_M_283.cdf,nmdc:bsm-11-rmae3e55,"Marine sediment microbial communities from Coahuila, Cuatro Cienegas Basin, Mexico - 13114.rohwer.86.s002",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_uren_82_s009_a03_M_301.cdf,nmdc:bsm-11-nm73we33,"Lichen microbial communities from Michigan, USA - 13114.uren.82.s009",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s008_a03_M_038.cdf,nmdc:bsm-11-vgbty846,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s008",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s015_a03_M_004.cdf,nmdc:bsm-11-fzefgn43,"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s015",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_sandin_54_s005_a03_M_182.cdf,nmdc:bsm-11-6wvmnx13,"Fish gut microbial communities from Kendall-Frost Mission Bay Marsh Reserve, CA, USA - 13114.sandin.54.s005",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_distel_72_s006_a03_M_230.cdf,nmdc:bsm-11-fgv4qz58,"Shipworm feces microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s006",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_tait_78_s001_a03_M_257.cdf,nmdc:bsm-11-9h2thc88,"Marine sediment microbial communities from English Channel, United Kingdom - 13114.tait.78.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_uren_82_s010_a03_M_302.cdf,nmdc:bsm-11-t0bnk181,"Lichen microbial communities from Michigan, USA - 13114.uren.82.s010",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_angenent_65_s006_a03_M_188.cdf,nmdc:bsm-11-8e432w27,"Sludge microbial communities from Ithaca, New York, USA - 13114.angenent.65.s006",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s036_a03_M_033.cdf,nmdc:bsm-11-8qdykb22,"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia - 13114.thomas.18.s036",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_pinto_63_s006_a03_M_333.cdf,nmdc:bsm-11-9b7p0p97,"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s006",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_53_s013_a03_M_176.cdf,nmdc:bsm-11-e8es0f94,"Fecal microbial communities from brown kiwi in National Zoo, Maryland, USA - 13114.song.53.s013",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_girguis_50_s001_a03_M_117.cdf,nmdc:bsm-11-srm6gy44,"Fecal microbial communities from fin whale in Massachusetts, USA - 13114.girguis.50.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bowen_74_s010_a03_M_245.cdf,nmdc:bsm-11-ehp0qr45,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s010",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s055_a03_M_043.cdf,nmdc:bsm-11-bea5je06,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s055",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bowen_74_s009_a03_M_244.cdf,nmdc:bsm-11-13mnr371,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s009",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s051_a03_M_041.cdf,nmdc:bsm-11-69qw4z81,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s051",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_minich_76_s006_a03_M_266.cdf,nmdc:bsm-11-1b0wkq73,"Fecal microbial communities from common quail in Zomba, Malawi - 13114.minich.76.s006",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_distel_72_s001_a03_M_225.cdf,nmdc:bsm-11-ntz0x780,"Shipworm gills microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_minich_76_s004_a03_M_264.cdf,nmdc:bsm-11-ga9sv551,"Fecal microbial communities from chicken in Zomba, Malawi - 13114.minich.76.s004",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s014_a02_M_287.cdf,nmdc:bsm-11-eahc7244,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s014",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s001_a03_M_009.cdf,nmdc:bsm-11-x6c26979,"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_distel_72_s002_a03_M_226.cdf,nmdc:bsm-11-b74s9m33,"Shipworm siphon microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s002",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_distel_72_s007_a03_M_231.cdf,nmdc:bsm-11-njq6vv19,"Shipworm feces microbial communities from Massachusetts Bay, MA, USA - 13114.distel.72.s007",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_minich_76_s003_a03_M_263.cdf,nmdc:bsm-11-5trzvb02,"Fecal microbial communities from helmeted guineafowl in Zomba, Malawi - 13114.minich.76.s003",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_jensen_43_s019_a03_M_116.cdf,nmdc:bsm-11-rdrbna95,"Marine sediment microbial communities from Scripps Canyon, La Jolla, California, USA - 13114.jensen.43.s019",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_52_s003_a03_M_151.cdf,nmdc:bsm-11-6112pw75,"Fecal microbial communities from glass lizard in Atlanta Zoo, Georgia, USA - 13114.song.52.s003",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_52_s012_a03_M_160.cdf,nmdc:bsm-11-dzcbm153,"Fecal microbial communities from paraguay horned frog in Atlanta Zoo, Georgia, USA - 13114.song.52.s012",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_sandin_54_s009_a03_M_316.cdf,nmdc:bsm-11-24619e70,"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA - 13114.sandin.54.s009",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mayer_34_s005_a03_M_084.cdf,nmdc:bsm-11-mjktay23,"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s005",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_jensen_43_s015_a03_M_112.cdf,nmdc:bsm-11-dhjgvh69,"Marine sediment microbial communities from Northwest Pacific Ocean, Northern Mariana Islands - 13114.jensen.43.s015",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_smith_39_s007_a03_M_067.cdf,nmdc:bsm-11-r4ckxx10,"Red algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s007",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s001_a03_M_258.cdf,nmdc:bsm-11-t85zt525,"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bittleston_68_s010_a02_M_352.cdf,nmdc:bsm-11-6qn0yc72,"Pitcher plant fluid microbial communities from Baldwin County, Alabama, USA - 13114.bittleston.68.s010",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_pinto_63_s023_a03_M_344.cdf,nmdc:bsm-11-rhmm8j58,"Brood combs microbial communities from stingless bee nest in Puerto Viejo, Costa Rica - 13114.pinto.63.s023",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_rohwer_85_s021_a03_M_278.cdf,nmdc:bsm-11-nq7pqz46,"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s021",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s004_a03_M_092.cdf,nmdc:bsm-11-499zaf45,"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s004",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_sandin_54_s012_a03_M_319.cdf,nmdc:bsm-11-dd2wy976,"Fish gut microbial communities Starbuck Island, Republic of Kiribati - 13114.sandin.54.s012",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_girguis_50_s008_a03_M_124.cdf,nmdc:bsm-11-xftvkt77,"Fecal microbial communities from humpback whale in Seymour Canal, Alaska, USA - 13114.girguis.50.s008",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_sandin_54_s015_a03_M_322.cdf,nmdc:bsm-11-9nx0kw14,"Fish gut microbial communities Starbuck Island, Republic of Kiribati - 13114.sandin.54.s015",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_rohwer_85_s001_a03_M_274.cdf,nmdc:bsm-11-cecn0k17,"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mayer_34_s007_a03_M_086.cdf,nmdc:bsm-11-8qh0s869,"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s007",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s010_a03_M_015.cdf,nmdc:bsm-11-v8m4je39,"Stony coral microbial communities from Gulf of Panama, Saboga, Panama - 13114.zaneveld.9.s010",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s019_a03_M_048.cdf,nmdc:bsm-11-atd08q40,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s019",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mayer_34_s010_a03_M_089.cdf,nmdc:bsm-11-ttsrb848,"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s010",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bittleston_68_s013_a02_M_355.cdf,nmdc:bsm-11-34rmp353,"Pitcher plant fluid microbial communities from Harvard Forest, Massachusetts, USA - 13114.bittleston.68.s013",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bittleston_68_s008_a02_M_350.cdf,nmdc:bsm-11-gxs86k63,"Pitcher plant fluid microbial communities from Maliau Basin Conservation Area, Malaysia - 13114.bittleston.68.s008",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_53_s008_a03_M_171.cdf,nmdc:bsm-11-r0yk4534,"Fecal microbial communities from rhea in National Zoo, Maryland, USA - 13114.song.53.s008",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s031_a02_M_296.cdf,nmdc:bsm-11-kf7n8903,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s031",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s075_a02_M_298.cdf,nmdc:bsm-11-ya3kyk65,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s075",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s003_a02_M_294.cdf,nmdc:bsm-11-jrekbs07,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s003",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_girguis_50_s011_a03_M_127.cdf,nmdc:bsm-11-w3j3fr59,"Fecal microbial communities from north atlantic right whale in Bay of Fundy, Nova Scotia, Canada - 13114.girguis.50.s011",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_smith_39_s001_a03_M_061.cdf,nmdc:bsm-11-6pvvym90,"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_smith_39_s004_a03_M_064.cdf,nmdc:bsm-11-cckmzv18,"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s004",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_pinto_63_s025_a03_M_346.cdf,nmdc:bsm-11-4ga0zr42,"Stingless bee garbage pellet microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s025",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s031_a03_M_030.cdf,nmdc:bsm-11-hx5a6080,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s031",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_pinto_63_s002_a03_M_334.cdf,nmdc:bsm-11-awbfcx71,"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s002",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bittleston_68_s003_a02_M_192.cdf,nmdc:bsm-11-7nn7sq09,"Pitcher plant fluid microbial communities from Two Peoples Bay Nature Reserve, Australia - 13114.bittleston.68.s003",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_51_s001_a03_M_129.cdf,nmdc:bsm-11-ebqw6x04,"Fecal microbial communities from giraffe in Atlanta Zoo, Georgia, USA - 13114.song.51.s001",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_sandin_54_s011_a03_M_318.cdf,nmdc:bsm-11-61qmpx90,"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA - 13114.sandin.54.s011",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s006_a03_M_094.cdf,nmdc:bsm-11-n7ccva60,"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s006",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_rohwer_85_s023_a03_M_280.cdf,nmdc:bsm-11-q58wrs65,"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s023",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s013_a03_M_259.cdf,nmdc:bsm-11-q3xxkf31,"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s013",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mayer_33_s007_a03_M_079.cdf,nmdc:bsm-11-ptk2m290,"Lake sediment microbial communities from Lubbock County, Texas, USA - 13114.mayer.33.s007",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s022_a02_M_290.cdf,nmdc:bsm-11-fyvfzv81,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s022",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bowen_74_s007_a03_M_242.cdf,nmdc:bsm-11-df188806,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s007",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bowen_74_s011_a03_M_246.cdf,nmdc:bsm-11-10czxf79,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s011",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s014_a03_M_018.cdf,nmdc:bsm-11-zqs8cv49,"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s014",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s020_a03_M_024.cdf,nmdc:bsm-11-td766z18,"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s020",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_berry_2_s012_a03_M_095.cdf,nmdc:bsm-11-1026rp71,"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA - 13114.berry.2.s012",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_pinto_63_s009_a03_M_336.cdf,nmdc:bsm-11-d088ph59,"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s009",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_bowen_74_s008_a03_M_243.cdf,nmdc:bsm-11-9dbj1f74,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s008",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_thomas_18_s013_a03_M_036.cdf,nmdc:bsm-11-yzra3r06,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s013",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_51_s002_a03_M_130.cdf,nmdc:bsm-11-nt5fgp68,"Fecal microbial communities from raccoon dog in Atlanta Zoo, Georgia, USA - 13114.song.51.s002",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_girguis_50_s006_a03_M_122.cdf,nmdc:bsm-11-b9v3jc83,"Fecal microbial communities from humpback whale in Seymour Canal, Alaska, USA - 13114.girguis.50.s006",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s072_a02_M_297.cdf,nmdc:bsm-11-q56mee15,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s072",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_distel_72_s003_a03_M_227.cdf,nmdc:bsm-11-k0trwf39,"Shipworm gills microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s003",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_mousseau_88_s029_a02_M_293.cdf,nmdc:bsm-11-wdhwaj56,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s029",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_girguis_50_s005_a03_M_121.cdf,nmdc:bsm-11-aah1r855,"Fecal microbial communities from humpback whale in Sitka Sound, Alaska, USA - 13114.girguis.50.s005",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_song_51_s014_a03_M_142.cdf,nmdc:bsm-11-ajqc6593,"Fecal microbial communities from lesser hedgehog tenrec in National Zoo, Maryland, USA - 13114.song.51.s014",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_smith_39_s005_a03_M_065.cdf,nmdc:bsm-11-sss2dq89,"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s005",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_zaneveld_9_s008_a03_M_014.cdf,nmdc:bsm-11-x4pvsy53,"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s008",high,ProcessedSample5_bulk_feces,bulk_feces
EMP_Feces_jensen_43_s013_a03_M_111.cdf,nmdc:bsm-11-8wend016,"Marine sediment microbial communities from Caribbean Sea, Quintana Roo, Mexico - 13114.jensen.43.s013",high,ProcessedSample5_bulk_feces,bulk_feces
