biosample_id,raw_data_identifier,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-gv18jj79,nmdc:omprc-11-600mx609,ProcessedSample5_NOM,NOM
nmdc:bsm-11-33rxfe28,nmdc:omprc-11-npmank28,ProcessedSample5_NOM,NOM
nmdc:bsm-11-mfnrac78,nmdc:omprc-11-gxrz5413,ProcessedSample5_NOM,NOM
nmdc:bsm-11-w6gn3e06,nmdc:omprc-11-etn4m414,ProcessedSample5_NOM,NOM
nmdc:bsm-11-zwrvdq41,nmdc:omprc-11-ap2fmh28,ProcessedSample5_NOM,NOM
nmdc:bsm-11-zswb5r79,nmdc:omprc-11-958vyn64,ProcessedSample5_NOM,NOM
nmdc:bsm-11-a55tdr44,nmdc:omprc-11-6me2s910,ProcessedSample5_NOM,NOM
nmdc:bsm-11-99rmen34,nmdc:omprc-11-5wr8f221,ProcessedSample5_NOM,NOM
nmdc:bsm-11-k4pmyh07,nmdc:omprc-11-2hh4er16,ProcessedSample5_NOM,NOM
nmdc:bsm-11-wv02q255,nmdc:omprc-11-kq9ph326,ProcessedSample5_NOM,NOM
nmdc:bsm-11-q6pn6539,nmdc:omprc-11-qq774t59,ProcessedSample5_NOM,NOM
nmdc:bsm-11-jevb1989,nmdc:omprc-11-6j7kt434,ProcessedSample5_NOM,NOM
nmdc:bsm-11-5qkggg56,nmdc:omprc-11-ey91d949,ProcessedSample5_NOM,NOM
nmdc:bsm-11-m7h00428,nmdc:omprc-11-r7fwg771,ProcessedSample5_NOM,NOM
nmdc:bsm-11-te7rmp35,nmdc:omprc-11-1esr8426,ProcessedSample5_NOM,NOM
nmdc:bsm-11-kncmwb50,nmdc:omprc-11-nv1fck33,ProcessedSample5_NOM,NOM
nmdc:bsm-11-80jr8p82,nmdc:omprc-11-4sfq1p86,ProcessedSample5_NOM,NOM
nmdc:bsm-11-c981me62,nmdc:omprc-11-aamda805,ProcessedSample5_NOM,NOM
nmdc:bsm-11-pfyv1x30,nmdc:omprc-11-efjxkm25,ProcessedSample5_NOM,NOM
nmdc:bsm-11-41xbh390,nmdc:omprc-11-yh6wbd97,ProcessedSample5_NOM,NOM
nmdc:bsm-11-v58neq55,nmdc:omprc-11-cke36f59,ProcessedSample5_NOM,NOM
nmdc:bsm-11-4sg1fn35,nmdc:omprc-11-0540r248,ProcessedSample5_NOM,NOM
nmdc:bsm-11-76pa8x06,nmdc:omprc-11-kyxmdn82,ProcessedSample5_NOM,NOM
nmdc:bsm-11-ts4c0m53,nmdc:omprc-11-ww55hr40,ProcessedSample5_NOM,NOM
nmdc:bsm-11-hqym3x22,nmdc:omprc-11-j1d97b85,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bf1mw907,nmdc:omprc-11-081km054,ProcessedSample5_NOM,NOM
nmdc:bsm-11-wwft9x65,nmdc:omprc-11-5dymtm83,ProcessedSample5_NOM,NOM
nmdc:bsm-11-09zas694,nmdc:omprc-11-1jzf0188,ProcessedSample5_NOM,NOM
nmdc:bsm-11-n52ga279,nmdc:omprc-11-dcmks994,ProcessedSample5_NOM,NOM
nmdc:bsm-11-kprzat96,nmdc:omprc-11-ca2tx086,ProcessedSample5_NOM,NOM
nmdc:bsm-11-rxr86017,nmdc:omprc-11-shpszd79,ProcessedSample5_NOM,NOM
nmdc:bsm-11-dmaft668,nmdc:omprc-11-pth54d29,ProcessedSample5_NOM,NOM
nmdc:bsm-11-44zmrs82,nmdc:omprc-11-r46gj830,ProcessedSample5_NOM,NOM
nmdc:bsm-11-jj52pq72,nmdc:omprc-11-abceck41,ProcessedSample5_NOM,NOM
nmdc:bsm-11-jdz04w14,nmdc:omprc-11-n9rrmp43,ProcessedSample5_NOM,NOM
nmdc:bsm-11-q0awnq72,nmdc:omprc-11-vta3hv73,ProcessedSample5_NOM,NOM
nmdc:bsm-11-32g6a079,nmdc:omprc-11-nax7kf62,ProcessedSample5_NOM,NOM
nmdc:bsm-11-paa88854,nmdc:omprc-11-4p36y692,ProcessedSample5_NOM,NOM
nmdc:bsm-11-bn6xv580,nmdc:omprc-11-amtnjj92,ProcessedSample5_NOM,NOM
nmdc:bsm-11-e8bj5631,nmdc:omprc-11-6cc9by96,ProcessedSample5_NOM,NOM
nmdc:bsm-11-m9t7r544,nmdc:omprc-11-d931pk76,ProcessedSample5_NOM,NOM
nmdc:bsm-11-brhbfn81,nmdc:omprc-11-06ahtn67,ProcessedSample5_NOM,NOM
nmdc:bsm-11-k72x1s78,nmdc:omprc-11-3gfb0e75,ProcessedSample5_NOM,NOM
nmdc:bsm-11-2m8gfz34,nmdc:omprc-11-d0hh9g47,ProcessedSample5_NOM,NOM
nmdc:bsm-11-pb9pj270,nmdc:omprc-11-48vrx293,ProcessedSample5_NOM,NOM
nmdc:bsm-11-g7ye1t22,nmdc:omprc-11-maamg846,ProcessedSample5_NOM,NOM
nmdc:bsm-11-zjd4tn74,nmdc:omprc-11-c0z77a08,ProcessedSample5_NOM,NOM
nmdc:bsm-11-37azfw95,nmdc:omprc-11-zbsc4c42,ProcessedSample5_NOM,NOM
nmdc:bsm-11-5z9de583,nmdc:omprc-11-42p9hv43,ProcessedSample5_NOM,NOM
nmdc:bsm-11-0qbfyr37,nmdc:omprc-11-cw8pfm78,ProcessedSample5_NOM,NOM
nmdc:bsm-11-586jjm66,nmdc:omprc-11-za3t3g83,ProcessedSample5_NOM,NOM
nmdc:bsm-11-57pwf355,nmdc:omprc-11-6za6z242,ProcessedSample5_NOM,NOM
nmdc:bsm-11-64vz3p24,nmdc:omprc-11-xkfcx474,ProcessedSample5_NOM,NOM
nmdc:bsm-11-364td390,nmdc:omprc-11-7jkvwq16,ProcessedSample5_NOM,NOM
nmdc:bsm-11-n7zm7091,nmdc:omprc-11-p33xy811,ProcessedSample5_NOM,NOM
nmdc:bsm-11-5p6m6g72,nmdc:omprc-11-f8wvbd64,ProcessedSample6_NOM,NOM
nmdc:bsm-11-rxr86017,nmdc:omprc-11-r5ct2c46,ProcessedSample6_NOM,NOM
nmdc:bsm-11-qnr70n54,nmdc:omprc-11-xhk4fj14,ProcessedSample6_NOM,NOM
nmdc:bsm-11-1s7vxr77,nmdc:omprc-11-v4xndv30,ProcessedSample6_NOM,NOM
nmdc:bsm-11-www7hy67,nmdc:omprc-11-6jczp987,ProcessedSample6_NOM,NOM
nmdc:bsm-11-bg4bwd45,nmdc:omprc-11-dcjyef18,ProcessedSample6_NOM,NOM
nmdc:bsm-11-nk557c89,nmdc:omprc-11-qkcnrz78,ProcessedSample6_NOM,NOM
nmdc:bsm-11-q6pn6539,nmdc:omprc-11-9nyjgr71,ProcessedSample6_NOM,NOM
nmdc:bsm-11-6rw1t302,nmdc:omprc-11-w3jy6113,ProcessedSample6_NOM,NOM
nmdc:bsm-11-4sg1fn35,nmdc:omprc-11-hkwa2z47,ProcessedSample6_NOM,NOM
nmdc:bsm-11-0qbfyr37,nmdc:omprc-11-9dg84k15,ProcessedSample6_NOM,NOM
nmdc:bsm-11-paa88854,nmdc:omprc-11-5mgc2436,ProcessedSample6_NOM,NOM
nmdc:bsm-11-nf5pt178,nmdc:omprc-11-gn893e12,ProcessedSample6_NOM,NOM
nmdc:bsm-11-brhbfn81,nmdc:omprc-11-kbyfb088,ProcessedSample6_NOM,NOM
nmdc:bsm-11-z5t01x57,nmdc:omprc-11-3m417n45,ProcessedSample6_NOM,NOM
nmdc:bsm-11-wy4w4f21,nmdc:omprc-11-kw250y80,ProcessedSample6_NOM,NOM
nmdc:bsm-11-wh3b0b53,nmdc:omprc-11-0gr1mk34,ProcessedSample6_NOM,NOM
nmdc:bsm-11-tff92b81,nmdc:omprc-11-7248zx35,ProcessedSample6_NOM,NOM
nmdc:bsm-11-6n9dbz91,nmdc:omprc-11-ss9v5r14,ProcessedSample6_NOM,NOM
nmdc:bsm-11-zswb5r79,nmdc:omprc-11-dxpza583,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k4pmyh07,nmdc:omprc-11-ae14ch49,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ap2tkx52,nmdc:omprc-11-4x2mwz89,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ce4jwr84,nmdc:omprc-11-9fk3e048,ProcessedSample6_NOM,NOM
nmdc:bsm-11-2d4vgv18,nmdc:omprc-11-p457ef39,ProcessedSample6_NOM,NOM
nmdc:bsm-11-1s142j75,nmdc:omprc-11-qcqx0d17,ProcessedSample6_NOM,NOM
nmdc:bsm-11-5qkggg56,nmdc:omprc-11-awbj8s78,ProcessedSample6_NOM,NOM
nmdc:bsm-11-wwft9x65,nmdc:omprc-11-x0zywz28,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k7kn8y53,nmdc:omprc-11-ky5hag60,ProcessedSample6_NOM,NOM
nmdc:bsm-11-hsfxtk02,nmdc:omprc-11-xnwtk220,ProcessedSample6_NOM,NOM
nmdc:bsm-11-57pwf355,nmdc:omprc-11-7cv3ky49,ProcessedSample6_NOM,NOM
nmdc:bsm-11-aj0gen06,nmdc:omprc-11-q6rhnw62,ProcessedSample6_NOM,NOM
nmdc:bsm-11-g4qh8267,nmdc:omprc-11-88x6ht50,ProcessedSample6_NOM,NOM
nmdc:bsm-11-44zmrs82,nmdc:omprc-11-k6p45552,ProcessedSample6_NOM,NOM
nmdc:bsm-11-295d8545,nmdc:omprc-11-pwhnqp12,ProcessedSample6_NOM,NOM
nmdc:bsm-11-v58neq55,nmdc:omprc-11-p1vbgd59,ProcessedSample6_NOM,NOM
nmdc:bsm-11-cama3617,nmdc:omprc-11-sba2sc61,ProcessedSample6_NOM,NOM
nmdc:bsm-11-pb9pj270,nmdc:omprc-11-ys9a3a25,ProcessedSample6_NOM,NOM
nmdc:bsm-11-qjhpmv18,nmdc:omprc-11-0w9j2w89,ProcessedSample6_NOM,NOM
nmdc:bsm-11-41xbh390,nmdc:omprc-11-620ts761,ProcessedSample6_NOM,NOM
nmdc:bsm-11-d4kqew50,nmdc:omprc-11-nszk9998,ProcessedSample6_NOM,NOM
nmdc:bsm-11-76pa8x06,nmdc:omprc-11-41p2se78,ProcessedSample6_NOM,NOM
nmdc:bsm-11-wv02q255,nmdc:omprc-11-z9y62772,ProcessedSample6_NOM,NOM
nmdc:bsm-11-8jfcjq92,nmdc:omprc-11-6be4np96,ProcessedSample6_NOM,NOM
nmdc:bsm-11-jj52pq72,nmdc:omprc-11-6stgbj05,ProcessedSample6_NOM,NOM
nmdc:bsm-11-3yzava15,nmdc:omprc-11-ed3ya110,ProcessedSample6_NOM,NOM
nmdc:bsm-11-te7rmp35,nmdc:omprc-11-3wg26643,ProcessedSample6_NOM,NOM
nmdc:bsm-11-5z9de583,nmdc:omprc-11-dqr6ty22,ProcessedSample6_NOM,NOM
nmdc:bsm-11-6e0p4s30,nmdc:omprc-11-qbcdtx71,ProcessedSample6_NOM,NOM
nmdc:bsm-11-bn6xv580,nmdc:omprc-11-8wwfr979,ProcessedSample6_NOM,NOM
nmdc:bsm-11-c981me62,nmdc:omprc-11-88c7z614,ProcessedSample6_NOM,NOM
nmdc:bsm-11-586jjm66,nmdc:omprc-11-1qzrbd67,ProcessedSample6_NOM,NOM
nmdc:bsm-11-n52ga279,nmdc:omprc-11-j3gj9d10,ProcessedSample6_NOM,NOM
nmdc:bsm-11-e8bj5631,nmdc:omprc-11-savnjt04,ProcessedSample6_NOM,NOM
nmdc:bsm-11-mhnyhc47,nmdc:omprc-11-s2wrcm19,ProcessedSample6_NOM,NOM
nmdc:bsm-11-taxbd841,nmdc:omprc-11-1dnzvm23,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ts4c0m53,nmdc:omprc-11-cth0ev68,ProcessedSample6_NOM,NOM
nmdc:bsm-11-nd8fhn80,nmdc:omprc-11-acekz949,ProcessedSample6_NOM,NOM
nmdc:bsm-11-zwrvdq41,nmdc:omprc-11-crbjmx65,ProcessedSample6_NOM,NOM
nmdc:bsm-11-zff5mj77,nmdc:omprc-11-dgyr0v61,ProcessedSample6_NOM,NOM
nmdc:bsm-11-qyfzwz75,nmdc:omprc-11-y0z4j934,ProcessedSample6_NOM,NOM
nmdc:bsm-11-dmaft668,nmdc:omprc-11-0p27v352,ProcessedSample6_NOM,NOM
nmdc:bsm-11-m7h00428,nmdc:omprc-11-snww8f10,ProcessedSample6_NOM,NOM
nmdc:bsm-11-8qrc0539,nmdc:omprc-11-x1vby930,ProcessedSample6_NOM,NOM
nmdc:bsm-11-5r7c6h25,nmdc:omprc-11-5523f936,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ee0ag266,nmdc:omprc-11-9szvs907,ProcessedSample6_NOM,NOM
nmdc:bsm-11-vea02z69,nmdc:omprc-11-6wb2c785,ProcessedSample6_NOM,NOM
nmdc:bsm-11-pfyv1x30,nmdc:omprc-11-vw4psh68,ProcessedSample6_NOM,NOM
nmdc:bsm-11-g7ye1t22,nmdc:omprc-11-88whr627,ProcessedSample6_NOM,NOM
nmdc:bsm-11-32g6a079,nmdc:omprc-11-8zdk6a98,ProcessedSample6_NOM,NOM
nmdc:bsm-11-w6gn3e06,nmdc:omprc-11-ceg6a596,ProcessedSample6_NOM,NOM
nmdc:bsm-11-99rmen34,nmdc:omprc-11-62qymp23,ProcessedSample6_NOM,NOM
nmdc:bsm-11-jpbmcx96,nmdc:omprc-11-m523q161,ProcessedSample6_NOM,NOM
nmdc:bsm-11-mfnrac78,nmdc:omprc-11-5y2tg932,ProcessedSample6_NOM,NOM
nmdc:bsm-11-sb9n6c14,nmdc:omprc-11-fa39rs19,ProcessedSample6_NOM,NOM
nmdc:bsm-11-wt6b4187,nmdc:omprc-11-rav5hz52,ProcessedSample6_NOM,NOM
nmdc:bsm-11-2m8gfz34,nmdc:omprc-11-686we739,ProcessedSample6_NOM,NOM
nmdc:bsm-11-q0awnq72,nmdc:omprc-11-r10bsa86,ProcessedSample6_NOM,NOM
nmdc:bsm-11-bf1mw907,nmdc:omprc-11-evq4m698,ProcessedSample6_NOM,NOM
nmdc:bsm-11-m9t7r544,nmdc:omprc-11-ap425d08,ProcessedSample6_NOM,NOM
nmdc:bsm-11-33rxfe28,nmdc:omprc-11-rnzx2t62,ProcessedSample6_NOM,NOM
nmdc:bsm-11-k72x1s78,nmdc:omprc-11-82ce6g97,ProcessedSample6_NOM,NOM
nmdc:bsm-11-37azfw95,nmdc:omprc-11-gj9wfa73,ProcessedSample6_NOM,NOM
nmdc:bsm-11-4xhnx443,nmdc:omprc-11-3d8xvx18,ProcessedSample6_NOM,NOM
nmdc:bsm-11-80jr8p82,nmdc:omprc-11-k7xnzc88,ProcessedSample6_NOM,NOM
nmdc:bsm-11-1362ms92,nmdc:omprc-11-xxe37z31,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ygfwzz82,nmdc:omprc-11-0p3ma417,ProcessedSample6_NOM,NOM
nmdc:bsm-11-jdz04w14,nmdc:omprc-11-e1kz9348,ProcessedSample6_NOM,NOM
nmdc:bsm-11-hqym3x22,nmdc:omprc-11-s56xc549,ProcessedSample6_NOM,NOM
nmdc:bsm-11-m1fq6w19,nmdc:omprc-11-dskgbw27,ProcessedSample6_NOM,NOM
nmdc:bsm-11-gv18jj79,nmdc:omprc-11-aft9w735,ProcessedSample6_NOM,NOM
nmdc:bsm-11-09zas694,nmdc:omprc-11-6v6sr311,ProcessedSample6_NOM,NOM
nmdc:bsm-11-a55tdr44,nmdc:omprc-11-04zpwc68,ProcessedSample6_NOM,NOM
nmdc:bsm-11-zjd4tn74,nmdc:omprc-11-aja8dw74,ProcessedSample6_NOM,NOM
nmdc:bsm-11-04wp3b78,nmdc:omprc-11-28hj9v30,ProcessedSample6_NOM,NOM
nmdc:bsm-11-kprzat96,nmdc:omprc-11-n5xpt490,ProcessedSample6_NOM,NOM
nmdc:bsm-11-n7zm7091,nmdc:omprc-11-fs1qbk94,ProcessedSample6_NOM,NOM
nmdc:bsm-11-tsgx8x62,nmdc:omprc-11-wz40js61,ProcessedSample6_NOM,NOM
nmdc:bsm-11-jevb1989,nmdc:omprc-11-fgtjh539,ProcessedSample6_NOM,NOM
nmdc:bsm-11-364td390,nmdc:omprc-11-edx3gb41,ProcessedSample6_NOM,NOM
nmdc:bsm-11-dvfacz60,nmdc:omprc-11-4ccwrf71,ProcessedSample6_NOM,NOM
nmdc:bsm-11-j27yvs05,nmdc:omprc-11-we74ta31,ProcessedSample6_NOM,NOM
nmdc:bsm-11-9j388g12,nmdc:omprc-11-xt4xxa74,ProcessedSample6_NOM,NOM
nmdc:bsm-11-kncmwb50,nmdc:omprc-11-pd1kcv07,ProcessedSample6_NOM,NOM
nmdc:bsm-11-cama3617,nmdc:omprc-11-ymxzx274,ProcessedSample6_NOM,NOM
