raw_data_identifier,biosample_id,biosample_name,material_processing_protocol_id,match_confidence,processedsample_placeholder
60009_Miesel_CPER_04_Pro_f03_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_CPER_04_Pro_f04_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_CPER_04_Pro_f05_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_CPER_04_Pro_f06_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_CPER_extra_04_f01_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample17_Prot
60009_Miesel_CPER_extra_04_f02_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample18_Prot
60009_Miesel_CPER_extra_04_f03_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample19_Prot
60009_Miesel_CPER_extra_04_f04_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample20_Prot
60009_Miesel_CPER_extra_04_f05_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample21_Prot
60009_Miesel_CPER_extra_04_f06_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample22_Prot
60009_Miesel_CPER_extra_04_KCL_f01_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample23_Prot
60009_Miesel_CPER_extra_04_KCL_f02_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample24_Prot
60009_Miesel_CPER_extra_04_KCL_f03_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample25_Prot
60009_Miesel_CPER_extra_04_KCL_f04_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample26_Prot
60009_Miesel_CPER_extra_04_KCL_f05_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample27_Prot
60009_Miesel_CPER_extra_04_KCL_f06_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample28_Prot
60009_Miesel_CPER_whole_04_30Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_DCFS_21_Pro_f01_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_DCFS_21_Pro_f02_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_DCFS_21_Pro_f03_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_DCFS_21_Pro_f04_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_DCFS_21_Pro_f05_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_DCFS_21_Pro_f06_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_DCFS_whole_21_02Oct23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_DELA_08_Pro_f01_16Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_DELA_08_Pro_f02_16Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_DELA_08_Pro_f03_16Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_DELA_08_Pro_f04_16Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_DELA_08_Pro_f05_16Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_DELA_08_Pro_f06_16Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_DELA_whole_08_30Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_DSNY_09_Pro_f01_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_DSNY_09_Pro_f02_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_DSNY_09_Pro_f03_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_DSNY_09_Pro_f04_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_DSNY_09_Pro_f05_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_DSNY_09_Pro_f06_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_DSNY_whole_09_30Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_GRSM_20_Pro_f01_30Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_GRSM_20_Pro_f02_30Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_GRSM_20_Pro_f03_30Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_GRSM_20_Pro_f04_30Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_GRSM_20_Pro_f05_30Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_GRSM_20_Pro_f06_30Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_GRSM_whole_20_02Oct23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_HEAL_27_Pro_f01_12July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_HEAL_27_Pro_f02_12July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_HEAL_27_Pro_f03_12July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_HEAL_27_Pro_f04_12July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_HEAL_27_Pro_f05_12July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_HEAL_27_Pro_f06_12July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_HEAL_whole_27_02Oct23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_JORN_01_Pro_f01_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_JORN_01_Pro_f02_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_JORN_01_Pro_f03_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_JORN_01_Pro_f04_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_JORN_01_Pro_f05_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_JORN_01_Pro_f06_12Jun23_Arwen_WBEH-unknown.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_JORN_extra_01_f01_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample17_Prot
60009_Miesel_JORN_extra_01_f02_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample18_Prot
60009_Miesel_JORN_extra_01_f03_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample19_Prot
60009_Miesel_JORN_extra_01_f04_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample20_Prot
60009_Miesel_JORN_extra_01_f05_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample21_Prot
60009_Miesel_JORN_extra_01_f06_25Aug23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample22_Prot
60009_Miesel_JORN_extra_01_KCL_f01_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample23_Prot
60009_Miesel_JORN_extra_01_KCL_f02_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample24_Prot
60009_Miesel_JORN_extra_01_KCL_f03_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample25_Prot
60009_Miesel_JORN_extra_01_KCL_f04_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample26_Prot
60009_Miesel_JORN_extra_01_KCL_f05_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample27_Prot
60009_Miesel_JORN_extra_01_KCL_f06_06Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample28_Prot
60009_Miesel_JORN_whole_01_30Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_KONZ_11_Pro_f01_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_KONZ_11_Pro_f02_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_KONZ_11_Pro_f03_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_KONZ_11_Pro_f04_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_KONZ_11_Pro_f05_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_KONZ_11_Pro_f06_22Jun23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_KONZ_whole_11_30Sep23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
60009_Miesel_MLBS_24_Pro_f01_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample8_Prot
60009_Miesel_MLBS_24_Pro_f02_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample9_Prot
60009_Miesel_MLBS_24_Pro_f03_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample10_Prot
60009_Miesel_MLBS_24_Pro_f04_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample11_Prot
60009_Miesel_MLBS_24_Pro_f05_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample12_Prot
60009_Miesel_MLBS_24_Pro_f06_4July23_Arwen_WBEH-23-03-03.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample13_Prot
60009_Miesel_MLBS_whole_24_02Oct23_Pippin_WBEH-23-05-17.raw,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,Proteomics,high,ProcessedSample7_Prot
