raw_data_identifier,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
1000S_FTA3_RR_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_40_1_3397.zip,nmdc:bsm-11-8hdfmk15,1000 soils - FTA3_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_BTM_1_run2_Fir_22Apr22_300SA_p01_135_1_3492.zip,nmdc:bsm-11-8hdfmk15,1000 soils - FTA3_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_1_1_3332.zip,nmdc:bsm-11-8hdfmk15,1000 soils - FTA3_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_73_1_3430.zip,nmdc:bsm-11-8hdfmk15,1000 soils - FTA3_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_BTM_3_run1_Fir_25Apr22_300SA_p01_1_1_3535.zip,nmdc:bsm-11-8hdfmk15,1000 soils - FTA3_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_BTM_3_run2_Fir_28Apr22_300SA_p01_1_1_3627.zip,nmdc:bsm-11-8hdfmk15,1000 soils - FTA3_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_60_1_3417.zip,nmdc:bsm-11-6053t429,1000 soils - FTA3_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_119_1_3476.zip,nmdc:bsm-11-6053t429,1000 soils - FTA3_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_TOP_2_run1_Fir_22Apr22_300SA_p01_1_1_3339.zip,nmdc:bsm-11-6053t429,1000 soils - FTA3_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_64_1_3421.zip,nmdc:bsm-11-6053t429,1000 soils - FTA3_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_TOP_3_run1_Fir_25Apr22_300SA_p01_1_1_3518.zip,nmdc:bsm-11-6053t429,1000 soils - FTA3_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000S_FTA3_RR_FTMS_SPE_TOP_3_run2_Fir_26Apr22_300SA_p01_1_1_3588.zip,nmdc:bsm-11-6053t429,1000 soils - FTA3_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000S_FTA5_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_41_1_3398.zip,nmdc:bsm-11-6p6mhh86,1000 soils - FTA5_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000S_FTA5_FTMS_SPE_BTM_1_run2_Fir_22Apr22_300SA_p01_137_1_3494.zip,nmdc:bsm-11-6p6mhh86,1000 soils - FTA5_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000S_FTA5_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_23_1_3380.zip,nmdc:bsm-11-6p6mhh86,1000 soils - FTA5_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000S_FTA5_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_97_1_3454.zip,nmdc:bsm-11-6p6mhh86,1000 soils - FTA5_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000S_FTA5_FTMS_SPE_BTM_3_run1_Fir_25Apr22_300SA_p01_1_1_3533.zip,nmdc:bsm-11-6p6mhh86,1000 soils - FTA5_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000S_FTA5_FTMS_SPE_BTM_3_run2_Fir_27Apr22_300SA_p01_1_1_3612.zip,nmdc:bsm-11-6p6mhh86,1000 soils - FTA5_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000S_FTA5_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_46_1_3403.zip,nmdc:bsm-11-6613ay96,1000 soils - FTA5_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000S_FTA5_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_126_1_3483.zip,nmdc:bsm-11-6613ay96,1000 soils - FTA5_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000S_FTA5_FTMS_SPE_TOP_2_run1_Fir_22Apr22_300SA_p01_1_1_3330.zip,nmdc:bsm-11-6613ay96,1000 soils - FTA5_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000S_FTA5_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_71_1_3428.zip,nmdc:bsm-11-6613ay96,1000 soils - FTA5_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000S_FTA5_FTMS_SPE_TOP_3_run1_Fir_25Apr22_300SA_p01_1_1_3529.zip,nmdc:bsm-11-6613ay96,1000 soils - FTA5_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000S_FTA5_FTMS_SPE_TOP_3_run2_Fir_27Apr22_300SA_p01_1_1_3609.zip,nmdc:bsm-11-6613ay96,1000 soils - FTA5_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_GRSM_FTMS_SPE_BTM_1_29Oct22_Mag_300SA_p025_151_1_7101.zip,nmdc:bsm-11-kvvs2k86,1000 soils - GRSM_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000s_GRSM_FTMS_SPE_BTM_2_25Oct22_Mag_300SA_p025_83_1_6996.zip,nmdc:bsm-11-kvvs2k86,1000 soils - GRSM_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_GRSM_FTMS_SPE_BTM_3_rr_28Oct22_Mag_300SA_p025_151_1_7064.zip,nmdc:bsm-11-kvvs2k86,1000 soils - GRSM_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_GRSM_FTMS_SPE_TOP_1_29Oct22_Mag_300SA_p025_146_1_7096.zip,nmdc:bsm-11-kbyn2077,1000 soils - GRSM_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_GRSM_FTMS_SPE_TOP_2_25Oct22_Mag_300SA_p025_61_1_6974.zip,nmdc:bsm-11-kbyn2077,1000 soils - GRSM_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000s_GRSM_FTMS_SPE_TOP_3_25Oct22_Mag_300SA_p025_111_1_7024.zip,nmdc:bsm-11-kbyn2077,1000 soils - GRSM_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_ISCC_FTMS_SPE_BTM_1_29Oct22_Mag_300SA_p025_174_1_7124.zip,nmdc:bsm-11-nsdfat15,1000 soils - ISCC_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000s_ISCC_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_156_1_7106.zip,nmdc:bsm-11-nsdfat15,1000 soils - ISCC_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_ISCC_FTMS_SPE_BTM_3_29Oct22_Mag_300SA_p025_161_1_7111.zip,nmdc:bsm-11-nsdfat15,1000 soils - ISCC_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_ISCC_FTMS_SPE_TOP_1_rr_28Oct22_Mag_300SA_p025_132_1_7045.zip,nmdc:bsm-11-m5z2tr74,1000 soils - ISCC_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_ISCC_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_145_1_7095.zip,nmdc:bsm-11-m5z2tr74,1000 soils - ISCC_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000s_ISCC_FTMS_SPE_TOP_3_29Oct22_Mag_300SA_p025_130_1_7080.zip,nmdc:bsm-11-m5z2tr74,1000 soils - ISCC_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_ISNC_FTMS_SPE_BTM_1_01Nov22_Mag_300SA_p025_187_1_7200.zip,nmdc:bsm-11-xgaz2a33,1000 soils - ISNC_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000s_ISNC_FTMS_SPE_BTM_2_02Nov22_Mag_300SA_p025_127_1_7242.zip,nmdc:bsm-11-xgaz2a33,1000 soils - ISNC_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_ISNC_FTMS_SPE_BTM_3_01Nov22_Mag_300SA_p025_216_1_7229.zip,nmdc:bsm-11-xgaz2a33,1000 soils - ISNC_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_ISNC_FTMS_SPE_TOP_1_rr_28Oct22_Mag_300SA_p025_135_1_7048.zip,nmdc:bsm-11-nes3re42,1000 soils - ISNC_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_ISNC_FTMS_SPE_TOP_2_01Nov22_Mag_300SA_p025_193_1_7206.zip,nmdc:bsm-11-nes3re42,1000 soils - ISNC_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000s_ISNC_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_164_1_7177.zip,nmdc:bsm-11-nes3re42,1000 soils - ISNC_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_JERC_FTMS_SPE_BTM_1_31Oct22_Mag_300SA_p025_125_1_7138.zip,nmdc:bsm-11-hga63938,1000 soils - JERC_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000s_JERC_FTMS_SPE_BTM_2_02Nov22_Mag_300SA_p025_131_1_7246.zip,nmdc:bsm-11-hga63938,1000 soils - JERC_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_JERC_FTMS_SPE_BTM_3_01Nov22_Mag_300SA_p025_199_1_7212.zip,nmdc:bsm-11-hga63938,1000 soils - JERC_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_JERC_FTMS_SPE_TOP_1_01Nov22_Mag_300SA_p025_185_1_7198.zip,nmdc:bsm-11-pw40g637,1000 soils - JERC_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_JERC_FTMS_SPE_TOP_2_02Nov22_Mag_300SA_p025_139_1_7254.zip,nmdc:bsm-11-pw40g637,1000 soils - JERC_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000s_JERC_FTMS_SPE_TOP_3_25Oct22_Mag_300SA_p025_62_1_6975.zip,nmdc:bsm-11-pw40g637,1000 soils - JERC_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_JORN_FTMS_SPE_BTM_1_25Oct22_Mag_300SA_p025_80_1_6993.zip,nmdc:bsm-11-gdgx7y20,1000 soils - JORN_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000s_JORN_FTMS_SPE_BTM_2_rr_28Oct22_Mag_300SA_p025_128_1_7041.zip,nmdc:bsm-11-gdgx7y20,1000 soils - JORN_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_JORN_FTMS_SPE_BTM_3_31Oct22_Mag_300SA_p025_147_1_7160.zip,nmdc:bsm-11-gdgx7y20,1000 soils - JORN_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_JORN_FTMS_SPE_TOP_1_01Nov22_Mag_300SA_p025_205_1_7218.zip,nmdc:bsm-11-kr349661,1000 soils - JORN_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_JORN_FTMS_SPE_TOP_2_31Oct22_Mag_300SA_p025_129_1_7142.zip,nmdc:bsm-11-kr349661,1000 soils - JORN_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000s_JORN_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_136_1_7149.zip,nmdc:bsm-11-kr349661,1000 soils - JORN_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_KONA_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_137_1_7087.zip,nmdc:bsm-11-n375nj93,1000 soils - KONA_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_KONA_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_88_1_7001.zip,nmdc:bsm-11-n375nj93,1000 soils - KONA_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_KONA_FTMS_SPE_TOP_1_01Nov22_Mag_300SA_p025_196_1_7209.zip,nmdc:bsm-11-6qpb7006,1000 soils - KONA_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_KONA_FTMS_SPE_TOP_2_31Oct22_Mag_300SA_p025_156_1_7169.zip,nmdc:bsm-11-6qpb7006,1000 soils - KONA_CoreB_TOP,high,ProcessedSample7_NOM,NOM
1000s_KONA_FTMS_SPE_TOP_3_25Oct22_Mag_300SA_p025_50_1_6963.zip,nmdc:bsm-11-6qpb7006,1000 soils - KONA_CoreB_TOP,high,ProcessedSample9_NOM,NOM
1000s_KONZ_FTMS_SPE_BTM_1_rr_28Oct22_Mag_300SA_p025_124_1_7037.zip,nmdc:bsm-11-kypx9g03,1000 soils - KONZ_CoreB_BTM,high,ProcessedSample5_NOM,NOM
1000s_KONZ_FTMS_SPE_BTM_2_01Nov22_Mag_300SA_p025_221_1_7234.zip,nmdc:bsm-11-kypx9g03,1000 soils - KONZ_CoreB_BTM,high,ProcessedSample7_NOM,NOM
1000s_KONZ_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_46_1_6959.zip,nmdc:bsm-11-kypx9g03,1000 soils - KONZ_CoreB_BTM,high,ProcessedSample9_NOM,NOM
1000s_KONZ_FTMS_SPE_TOP_1_01Nov22_Mag_300SA_p025_207_1_7220.zip,nmdc:bsm-11-5zrgg133,1000 soils - KONZ_CoreB_TOP,high,ProcessedSample5_NOM,NOM
1000s_KONZ_FTMS_SPE_TOP_2_25Oct22_Mag_300SA_p025_63_1_6976.zip,nmdc:bsm-11-5zrgg133,1000 soils - KONZ_CoreB_TOP,high,ProcessedSample7_NOM,NOM
