ftp_location,raw_data_file_short,extracted_info,biosample_id,instrument_used,chromat_configuration_name,mass_spec_configuration_name,url,biosample.associated_studies,material_processing_type
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML,"{'sample_part': 'SKWA-24-3-Corv-RM_1', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'root', 'replicate': '1'}",nmdc:bsm-11-899bm454,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,"{'sample_part': 'SKWA-24-3-Corv-RZM_1', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'rhizo', 'replicate': '1'}",nmdc:bsm-11-zqaeph53,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML,"{'sample_part': 'SKWA-24-3-Corv-LM_2', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'leaf', 'replicate': '2'}",nmdc:bsm-11-fzvzb345,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML,"{'sample_part': 'SKWA-24-3-Corv-RM_2', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'root', 'replicate': '2'}",nmdc:bsm-11-n6vwc542,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,"{'sample_part': 'SKWA-24-3-Corv-RZM_2', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'rhizo', 'replicate': '2'}",nmdc:bsm-11-4pc4k424,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,"{'sample_part': 'SKWA-24-3-Corv-LM_3', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'leaf', 'replicate': '3'}",nmdc:bsm-11-7z1qvf63,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML,"{'sample_part': 'SKWA-24-3-Corv-RM_3', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'root', 'replicate': '3'}",nmdc:bsm-11-q3sa0t28,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,"{'sample_part': 'SKWA-24-3-Corv-RZM_3', 'base_id': 'SKWA-24-3', 'location': 'Co', 'tissue': 'rhizo', 'replicate': '3'}",nmdc:bsm-11-7yjtg159,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML,"{'sample_part': 'SKWD-24-1-Clat-LM_2', 'base_id': 'SKWD-24-1', 'location': 'CL', 'tissue': 'leaf', 'replicate': '2'}",nmdc:bsm-11-5j742c82,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML,"{'sample_part': 'SKWD-24-1-Clat-RM_2', 'base_id': 'SKWD-24-1', 'location': 'CL', 'tissue': 'root', 'replicate': '2'}",nmdc:bsm-11-krcjqt76,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML,"{'sample_part': 'SKWD-24-1-Clat-RZM_2', 'base_id': 'SKWD-24-1', 'location': 'CL', 'tissue': 'rhizo', 'replicate': '2'}",nmdc:bsm-11-af8ap759,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,"{'sample_part': 'SKWD-24-1-Corv-LM_1', 'base_id': 'SKWD-24-1', 'location': 'Co', 'tissue': 'leaf', 'replicate': '1'}",nmdc:bsm-11-8bewbp90,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML,"{'sample_part': 'SKWD-24-1-Corv-RM_1', 'base_id': 'SKWD-24-1', 'location': 'Co', 'tissue': 'root', 'replicate': '1'}",nmdc:bsm-11-43rwvm93,Thermo Orbitrap IQ-X Tribrid,JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000090886%2Fraw%2Fmzml_files%2F20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML&forceDownload=true,['nmdc:sty-11-r2h77870'],unknown
