raw_data_file_short,biosample_id,biosample.associated_studies,material_processing_type,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,execution_resource,instrument_used,file_name,instrument_analysis_end_date,url
6E2_7_14_distel-72-s009-a03.raw,nmdc:bsm-11-mag6n145,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/6E2_7_14_distel-72-s009-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/6E2_7_14_distel-72-s009-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,6E2_7_14_distel-72-s009-a03.raw,2019-02-03T11:29:23Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE6/6E2_7_14_distel-72-s009-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE6%2F6E2_7_14_distel-72-s009-a03.raw&forceDownload=true
2B11_3_72_mayer-33-s006-a04.raw,nmdc:bsm-11-81chfb41,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/2B11_3_72_mayer-33-s006-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/2B11_3_72_mayer-33-s006-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,2B11_3_72_mayer-33-s006-a04.raw,2019-02-06T14:52:59Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/2B11_3_72_mayer-33-s006-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F2B11_3_72_mayer-33-s006-a04.raw&forceDownload=true
1C3_1_36_mayer-34-s003-a04.raw,nmdc:bsm-11-fy05wd88,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1C3_1_36_mayer-34-s003-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1C3_1_36_mayer-34-s003-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1C3_1_36_mayer-34-s003-a04.raw,2019-02-06T12:25:12Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1C3_1_36_mayer-34-s003-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1C3_1_36_mayer-34-s003-a04.raw&forceDownload=true
7G8_8_68_jensen-43-s007-a03.raw,nmdc:bsm-11-d25r6p51,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7G8_8_68_jensen-43-s007-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7G8_8_68_jensen-43-s007-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7G8_8_68_jensen-43-s007-a03.raw,2019-02-05T19:50:48Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7G8_8_68_jensen-43-s007-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7G8_8_68_jensen-43-s007-a03.raw&forceDownload=true
1A8_1_10_mayer-34-s005-a04.raw,nmdc:bsm-11-mjktay23,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1A8_1_10_mayer-34-s005-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1A8_1_10_mayer-34-s005-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1A8_1_10_mayer-34-s005-a04.raw,2019-02-06T11:45:00Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1A8_1_10_mayer-34-s005-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1A8_1_10_mayer-34-s005-a04.raw&forceDownload=true
5C5_3_25_girguis-50-s001-a04.raw,nmdc:bsm-11-srm6gy44,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5C5_3_25_girguis-50-s001-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5C5_3_25_girguis-50-s001-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5C5_3_25_girguis-50-s001-a04.raw,2019-02-04T00:39:23Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5C5_3_25_girguis-50-s001-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5C5_3_25_girguis-50-s001-a04.raw&forceDownload=true
7C1_8_22_song-52-s002-a04.raw,nmdc:bsm-11-4qp1b648,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7C1_8_22_song-52-s002-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7C1_8_22_song-52-s002-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7C1_8_22_song-52-s002-a04.raw,2019-02-05T04:05:42Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7C1_8_22_song-52-s002-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7C1_8_22_song-52-s002-a04.raw&forceDownload=true
2C8_4_10_rohwer-85-s008-a03.raw,nmdc:bsm-11-fymy6f97,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/2C8_4_10_rohwer-85-s008-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/2C8_4_10_rohwer-85-s008-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,2C8_4_10_rohwer-85-s008-a03.raw,2019-02-07T09:59:06Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/2C8_4_10_rohwer-85-s008-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F2C8_4_10_rohwer-85-s008-a03.raw&forceDownload=true
3H2_7_49_zaneveld-9-s021-a03.raw,nmdc:bsm-11-56x1gd43,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/3H2_7_49_zaneveld-9-s021-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/3H2_7_49_zaneveld-9-s021-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,3H2_7_49_zaneveld-9-s021-a03.raw,2019-02-10T14:43:15Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE3and4/3H2_7_49_zaneveld-9-s021-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE3and4%2F3H2_7_49_zaneveld-9-s021-a03.raw&forceDownload=true
5D6_3_74_girguis-50-s005-a04.raw,nmdc:bsm-11-aah1r855,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5D6_3_74_girguis-50-s005-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5D6_3_74_girguis-50-s005-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5D6_3_74_girguis-50-s005-a04.raw,2019-02-04T02:13:17Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5D6_3_74_girguis-50-s005-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5D6_3_74_girguis-50-s005-a04.raw&forceDownload=true
6A7_4_74_mousseau-88-s056-a02.raw,nmdc:bsm-11-vv5sjw02,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/6A7_4_74_mousseau-88-s056-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/6A7_4_74_mousseau-88-s056-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,6A7_4_74_mousseau-88-s056-a02.raw,2019-02-02T23:38:05Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE6/6A7_4_74_mousseau-88-s056-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE6%2F6A7_4_74_mousseau-88-s056-a02.raw&forceDownload=true
5H11_4_66_mousseau-88-s071-a02.raw,nmdc:bsm-11-ct7z7j55,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5H11_4_66_mousseau-88-s071-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5H11_4_66_mousseau-88-s071-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5H11_4_66_mousseau-88-s071-a02.raw,2019-02-04T16:22:23Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5H11_4_66_mousseau-88-s071-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5H11_4_66_mousseau-88-s071-a02.raw&forceDownload=true
5H10_4_64_mousseau-88-s050-a02.raw,nmdc:bsm-11-gezpgs30,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5H10_4_64_mousseau-88-s050-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5H10_4_64_mousseau-88-s050-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5H10_4_64_mousseau-88-s050-a02.raw,2019-02-04T16:08:59Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5H10_4_64_mousseau-88-s050-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5H10_4_64_mousseau-88-s050-a02.raw&forceDownload=true
1D4_1_54_metcalf-40-s004-a03.raw,nmdc:bsm-11-n6zjkx67,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1D4_1_54_metcalf-40-s004-a03.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1D4_1_54_metcalf-40-s004-a03.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1D4_1_54_metcalf-40-s004-a03.raw,2019-02-06T04:55:01Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1D4_1_54_metcalf-40-s004-a03.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1D4_1_54_metcalf-40-s004-a03.raw&forceDownload=true
5F7_4_35_mousseau-88-s042-a02.raw,nmdc:bsm-11-zhqbj232,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5F7_4_35_mousseau-88-s042-a02.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5F7_4_35_mousseau-88-s042-a02.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5F7_4_35_mousseau-88-s042-a02.raw,2019-02-04T09:02:35Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5F7_4_35_mousseau-88-s042-a02.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5F7_4_35_mousseau-88-s042-a02.raw&forceDownload=true
7C12_8_31_song-52-s012-a04.raw,nmdc:bsm-11-dzcbm153,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/7C12_8_31_song-52-s012-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/7C12_8_31_song-52-s012-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,7C12_8_31_song-52-s012-a04.raw,2019-02-05T06:33:08Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE7/7C12_8_31_song-52-s012-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE7%2F7C12_8_31_song-52-s012-a04.raw&forceDownload=true
1F10_2_61_bowen-74-s007-a04.raw,nmdc:bsm-11-df188806,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1F10_2_61_bowen-74-s007-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/1F10_2_61_bowen-74-s007-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,1F10_2_61_bowen-74-s007-a04.raw,2019-02-07T01:21:42Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE1and2/1F10_2_61_bowen-74-s007-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE1and2%2F1F10_2_61_bowen-74-s007-a04.raw&forceDownload=true
5C12_3_61_sandin-54-s009-a04.raw,nmdc:bsm-11-24619e70,['nmdc:sty-11-547rwq94'],unknown,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/5C12_3_61_sandin-54-s009-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/processed_20250716/5C12_3_61_sandin-54-s009-a04.corems,LC-MS Metabolomics Method for EMP 500 Samples,LC-MS Chromatography Configuration for EMP 500 Samples,EMSL,QExactHF03,5C12_3_61_sandin-54-s009-a04.raw,2019-02-03T21:14:39Z,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=/v02/MSV000083475/raw/RAW/PLATE5/5C12_3_61_sandin-54-s009-a04.rawMSV000083475%2Fraw%2FRAW%2FPLATE5%2F5C12_3_61_sandin-54-s009-a04.raw&forceDownload=true
