raw_data_identifier,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_70LM_BESC-847-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run129.mzML,nmdc:bsm-11-34przm31,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_70LM_BESC-847-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run128.mzML,nmdc:bsm-11-34przm31,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_47LM_BESC-388-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run143.mzML,nmdc:bsm-11-3tr7f795,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_47LM_BESC-388-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run142.mzML,nmdc:bsm-11-3tr7f795,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_47LM_BESC-388-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run141.mzML,nmdc:bsm-11-3tr7f795,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_47LM_BESC-388-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run140.mzML,nmdc:bsm-11-3tr7f795,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML,nmdc:bsm-11-5j742c82,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run183.mzML,nmdc:bsm-11-5j742c82,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run181.mzML,nmdc:bsm-11-5j742c82,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run180.mzML,nmdc:bsm-11-5j742c82,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_67LM_BESC-847-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run155.mzML,nmdc:bsm-11-61xfks69,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_67LM_BESC-847-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run154.mzML,nmdc:bsm-11-61xfks69,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_67LM_BESC-847-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run153.mzML,nmdc:bsm-11-61xfks69,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_67LM_BESC-847-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run152.mzML,nmdc:bsm-11-61xfks69,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_92LM_GW-4579-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run314.mzML,nmdc:bsm-11-674m9194,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_92LM_GW-4579-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run313.mzML,nmdc:bsm-11-674m9194,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92LM_GW-4579-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run309.mzML,nmdc:bsm-11-674m9194,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_92LM_GW-4579-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run308.mzML,nmdc:bsm-11-674m9194,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_35LM_BESC-351-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run246.mzML,nmdc:bsm-11-678ndj04,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_35LM_BESC-351-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run245.mzML,nmdc:bsm-11-678ndj04,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_35LM_BESC-351-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run242.mzML,nmdc:bsm-11-678ndj04,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_35LM_BESC-351-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run241.mzML,nmdc:bsm-11-678ndj04,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_74LM_BESC-866-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run320.mzML,nmdc:bsm-11-6m5dma62,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_74LM_BESC-866-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run319.mzML,nmdc:bsm-11-6m5dma62,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_74LM_BESC-866-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run315.mzML,nmdc:bsm-11-6m5dma62,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_74LM_BESC-866-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run314.mzML,nmdc:bsm-11-6m5dma62,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_9LM_BESC-133-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run288.mzML,nmdc:bsm-11-6xa4vj59,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_9LM_BESC-133-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run287.mzML,nmdc:bsm-11-6xa4vj59,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_9LM_BESC-133-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run284.mzML,nmdc:bsm-11-6xa4vj59,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_9LM_BESC-133-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run283.mzML,nmdc:bsm-11-6xa4vj59,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_50LM_BESC-448-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run306.mzML,nmdc:bsm-11-6y26bz06,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_50LM_BESC-448-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run305.mzML,nmdc:bsm-11-6y26bz06,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_50LM_BESC-448-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run302.mzML,nmdc:bsm-11-6y26bz06,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_50LM_BESC-448-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run301.mzML,nmdc:bsm-11-6y26bz06,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_44LM_BESC-388-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run169.mzML,nmdc:bsm-11-6ya0cs71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_44LM_BESC-388-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run168.mzML,nmdc:bsm-11-6ya0cs71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_44LM_BESC-388-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run166.mzML,nmdc:bsm-11-6ya0cs71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_44LM_BESC-388-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run165.mzML,nmdc:bsm-11-6ya0cs71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_26LM_BESC-307-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run84.mzML,nmdc:bsm-11-6z11g163,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_26LM_BESC-307-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run83.mzML,nmdc:bsm-11-6z11g163,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_26LM_BESC-307-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run83.mzML,nmdc:bsm-11-6z11g163,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_26LM_BESC-307-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run82.mzML,nmdc:bsm-11-6z11g163,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_3LM_BESC-13-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run226.mzML,nmdc:bsm-11-73zqmh40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_3LM_BESC-13-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run225.mzML,nmdc:bsm-11-73zqmh40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_3LM_BESC-13-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run223.mzML,nmdc:bsm-11-73zqmh40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_3LM_BESC-13-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run222.mzML,nmdc:bsm-11-73zqmh40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_89LM_GW-4579-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run270.mzML,nmdc:bsm-11-7cfwd964,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_89LM_GW-4579-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run269.mzML,nmdc:bsm-11-7cfwd964,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89LM_GW-4579-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run266.mzML,nmdc:bsm-11-7cfwd964,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_89LM_GW-4579-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run265.mzML,nmdc:bsm-11-7cfwd964,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_64LM_BESC-845-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run125.mzML,nmdc:bsm-11-7yg2ne22,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_64LM_BESC-845-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run124.mzML,nmdc:bsm-11-7yg2ne22,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_64LM_BESC-845-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run123.mzML,nmdc:bsm-11-7yg2ne22,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_64LM_BESC-845-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run122.mzML,nmdc:bsm-11-7yg2ne22,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,nmdc:bsm-11-7z1qvf63,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run219.mzML,nmdc:bsm-11-7z1qvf63,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run217.mzML,nmdc:bsm-11-7z1qvf63,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run216.mzML,nmdc:bsm-11-7z1qvf63,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_62LM_BESC-845-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run300.mzML,nmdc:bsm-11-82qw5v38,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_62LM_BESC-845-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run299.mzML,nmdc:bsm-11-82qw5v38,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_62LM_BESC-845-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run296.mzML,nmdc:bsm-11-82qw5v38,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_62LM_BESC-845-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run295.mzML,nmdc:bsm-11-82qw5v38,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,nmdc:bsm-11-8bewbp90,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run91.mzML,nmdc:bsm-11-8bewbp90,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run90.mzML,nmdc:bsm-11-8bewbp90,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run89.mzML,nmdc:bsm-11-8bewbp90,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter",high,ProcessedSample3_leaf,leaf
