biosample_id,raw_data_identifier,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-qa4vm962,nmdc:dgms-11-rzz95k42,ProcessedSample3_lipid,lipid
nmdc:bsm-11-qpwvgx11,nmdc:dgms-11-jkead468,ProcessedSample3_lipid,lipid
nmdc:bsm-11-qpwvgx11,nmdc:dgms-11-0bhen608,ProcessedSample3_lipid,lipid
nmdc:bsm-11-tffhv104,nmdc:dgms-11-txntxs03,ProcessedSample3_lipid,lipid
nmdc:bsm-11-tffhv104,nmdc:dgms-11-x1gyf347,ProcessedSample3_lipid,lipid
nmdc:bsm-11-tn2emc28,nmdc:dgms-11-x1y96q62,ProcessedSample3_lipid,lipid
nmdc:bsm-11-tn2emc28,nmdc:dgms-11-9m1gep15,ProcessedSample3_lipid,lipid
nmdc:bsm-11-tq2k2z77,nmdc:dgms-11-n0jgmf34,ProcessedSample3_lipid,lipid
nmdc:bsm-11-tq2k2z77,nmdc:dgms-11-vrt40x12,ProcessedSample3_lipid,lipid
nmdc:bsm-11-v1mm5n61,nmdc:dgms-11-7nvvkp97,ProcessedSample3_lipid,lipid
nmdc:bsm-11-v1mm5n61,nmdc:dgms-11-zkwveh50,ProcessedSample3_lipid,lipid
nmdc:bsm-11-vdn3kn48,nmdc:dgms-11-34amv378,ProcessedSample3_lipid,lipid
nmdc:bsm-11-vdn3kn48,nmdc:dgms-11-qa7mma94,ProcessedSample3_lipid,lipid
nmdc:bsm-11-vdqjvg77,nmdc:dgms-11-6w1qak82,ProcessedSample3_lipid,lipid
nmdc:bsm-11-vdqjvg77,nmdc:dgms-11-aks5h955,ProcessedSample3_lipid,lipid
nmdc:bsm-11-xarr2j67,nmdc:dgms-11-jgveaj34,ProcessedSample3_lipid,lipid
nmdc:bsm-11-xarr2j67,nmdc:dgms-11-j2p32777,ProcessedSample3_lipid,lipid
nmdc:bsm-11-xcyvst62,nmdc:dgms-11-rvd3a273,ProcessedSample3_lipid,lipid
nmdc:bsm-11-xcyvst62,nmdc:dgms-11-1pvnm306,ProcessedSample3_lipid,lipid
nmdc:bsm-11-y693ve58,nmdc:dgms-11-zgnr1056,ProcessedSample3_lipid,lipid
nmdc:bsm-11-y693ve58,nmdc:dgms-11-qaza7505,ProcessedSample3_lipid,lipid
nmdc:bsm-11-y742vs93,nmdc:dgms-11-yref2211,ProcessedSample3_lipid,lipid
nmdc:bsm-11-y742vs93,nmdc:dgms-11-kr4b2k02,ProcessedSample3_lipid,lipid
nmdc:bsm-11-ywtc8b82,nmdc:dgms-11-m81tgv22,ProcessedSample3_lipid,lipid
nmdc:bsm-11-ywtc8b82,nmdc:dgms-11-205t8n90,ProcessedSample3_lipid,lipid
nmdc:bsm-11-z97z1r63,nmdc:dgms-11-jzg7cc33,ProcessedSample3_lipid,lipid
nmdc:bsm-11-z97z1r63,nmdc:dgms-11-v92jxc96,ProcessedSample3_lipid,lipid
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-0axbav19,ProcessedSample6_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-33v69k15,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-xv1ekm53,ProcessedSample6_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-zb0ftc71,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-sp27gz10,ProcessedSample4_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-g2y50t17,ProcessedSample6_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-qcbm2k35,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-46aay419,ProcessedSample4_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-0mbv7j82,ProcessedSample4_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-h64paq80,ProcessedSample6_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-h47pa056,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-yw947n41,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-zdc6ag76,ProcessedSample4_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-pwndsr65,ProcessedSample6_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-q4kkvw92,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-d8m91t62,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-q1jvg615,ProcessedSample4_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-kw5xe726,ProcessedSample6_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-yt12y346,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-x4h2th90,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-r8391161,ProcessedSample4_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-ttg5bk85,ProcessedSample6_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-d6gaqm51,ProcessedSample4_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-3e2gtk65,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-nm64fv56,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-t57k0r11,ProcessedSample4_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-mp539973,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-mbn5e746,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-bv21g222,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-pv423k67,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-9v4v5654,ProcessedSample6_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-4sxc2169,ProcessedSample4_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-a63r6p47,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-jy0p6085,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-g130vx84,ProcessedSample4_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-6d7j9d48,ProcessedSample4_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-kvr4a093,ProcessedSample4_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-ccnqd285,ProcessedSample4_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-2n7xhh34,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-rfe54k59,ProcessedSample4_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-q562sw87,ProcessedSample4_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-b5rgp837,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-61087f43,ProcessedSample6_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-rjydzz49,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-3akr7v07,ProcessedSample6_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-t5pj4d50,ProcessedSample6_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-ftmbdh47,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-m1mm0e35,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-zbm1t642,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-ka9jae92,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-5qsrbn34,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-3fb17r19,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-mdnexj86,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-dyxrbk81,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-rcrac005,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-np822k75,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-06nyq555,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-z7kqew07,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-mym45c79,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-312t7h24,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-4qbmx486,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-84hxby95,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-cyfnpp98,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-42tqgj54,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-747yj357,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-bnqywd37,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-6v482z29,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-35fkn204,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-3x7fba45,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-t88ntb43,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-tvbsrp53,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-weefpt30,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hf7a3g98,nmdc:omprc-11-4941qv53,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-4j8hbc70,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-57m3d706,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-ttb3z992,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-ea925b39,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-6z31xv09,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-g8nc3h65,ProcessedSample2_NOM,NOM
nmdc:bsm-11-nv967s57,nmdc:omprc-11-0vatrd96,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ya398362,nmdc:omprc-11-x0cyj831,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-afkc4d02,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-v2p26r52,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-fb439m57,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-3hk0kn16,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-d0eppv25,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-7nt1nt74,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-kyjcpq11,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-pangqf25,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-by2e0665,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mbnqn650,nmdc:omprc-11-m1fkzb64,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ywtc8b82,nmdc:omprc-11-6trsgk72,ProcessedSample2_NOM,NOM
nmdc:bsm-11-xcyvst62,nmdc:omprc-11-mtg99038,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ywtc8b82,nmdc:omprc-11-btar7a11,ProcessedSample2_NOM,NOM
nmdc:bsm-11-xcyvst62,nmdc:omprc-11-gwbgsq73,ProcessedSample2_NOM,NOM
nmdc:bsm-11-fdjmge85,nmdc:omprc-11-wnkw5n06,ProcessedSample2_NOM,NOM
nmdc:bsm-11-fdjmge85,nmdc:omprc-11-kjv9rz13,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2nqe9j19,nmdc:omprc-11-m2mxrf35,ProcessedSample2_NOM,NOM
nmdc:bsm-11-vdqjvg77,nmdc:omprc-11-vkqbn854,ProcessedSample2_NOM,NOM
nmdc:bsm-11-m959ky58,nmdc:omprc-11-nyvkmp55,ProcessedSample2_NOM,NOM
nmdc:bsm-11-vdqjvg77,nmdc:omprc-11-614yjh95,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hr55b403,nmdc:omprc-11-878qkz47,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hr55b403,nmdc:omprc-11-8k4ttj48,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ntfp9891,nmdc:omprc-11-gtynxs32,ProcessedSample2_NOM,NOM
nmdc:bsm-11-cnc9ww90,nmdc:omprc-11-chm0dc48,ProcessedSample2_NOM,NOM
nmdc:bsm-11-gdwqby92,nmdc:omprc-11-by3n3d34,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-t0jy1732,ProcessedSample2_NOM,NOM
nmdc:bsm-11-a2fm5q53,nmdc:omprc-11-0yt7eq64,ProcessedSample2_NOM,NOM
nmdc:bsm-11-a2fm5q53,nmdc:omprc-11-1casqm27,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qpwvgx11,nmdc:omprc-11-994pa532,ProcessedSample2_NOM,NOM
nmdc:bsm-11-gdwqby92,nmdc:omprc-11-eccqpa81,ProcessedSample2_NOM,NOM
nmdc:bsm-11-tq2k2z77,nmdc:omprc-11-v66r1e39,ProcessedSample2_NOM,NOM
nmdc:bsm-11-h36vdc50,nmdc:omprc-11-dmeg6a90,ProcessedSample2_NOM,NOM
nmdc:bsm-11-j7ha4a31,nmdc:omprc-11-m1310w19,ProcessedSample2_NOM,NOM
nmdc:bsm-11-djp7e211,nmdc:omprc-11-58gp7n41,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qpwvgx11,nmdc:omprc-11-f3a3hk51,ProcessedSample2_NOM,NOM
nmdc:bsm-11-0pq46m48,nmdc:omprc-11-a3exke19,ProcessedSample2_NOM,NOM
nmdc:bsm-11-an1f1v40,nmdc:omprc-11-ghtcay44,ProcessedSample2_NOM,NOM
nmdc:bsm-11-an1f1v40,nmdc:omprc-11-mspjwp39,ProcessedSample2_NOM,NOM
nmdc:bsm-11-0pq46m48,nmdc:omprc-11-qcf0ye42,ProcessedSample2_NOM,NOM
nmdc:bsm-11-afgbs159,nmdc:omprc-11-58fh7q15,ProcessedSample2_NOM,NOM
nmdc:bsm-11-3d7gwr49,nmdc:omprc-11-r2a2tf15,ProcessedSample2_NOM,NOM
nmdc:bsm-11-afgbs159,nmdc:omprc-11-t2317225,ProcessedSample2_NOM,NOM
nmdc:bsm-11-z97z1r63,nmdc:omprc-11-0wjf8j30,ProcessedSample2_NOM,NOM
nmdc:bsm-11-3d7gwr49,nmdc:omprc-11-4thk4020,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mcp72s80,nmdc:omprc-11-pyndvw19,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mcp72s80,nmdc:omprc-11-nnr3c474,ProcessedSample2_NOM,NOM
nmdc:bsm-11-z97z1r63,nmdc:omprc-11-aeb6bv40,ProcessedSample2_NOM,NOM
nmdc:bsm-11-kj72y166,nmdc:omprc-11-42x05r33,ProcessedSample2_NOM,NOM
nmdc:bsm-11-y693ve58,nmdc:omprc-11-hw0kpk75,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-9zp68h58,ProcessedSample2_NOM,NOM
nmdc:bsm-11-y693ve58,nmdc:omprc-11-d0hczv70,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-w3t2ka20,ProcessedSample2_NOM,NOM
nmdc:bsm-11-qa4vm962,nmdc:omprc-11-1qr9g902,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2h2j6s31,nmdc:omprc-11-mtqnsh86,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-9te1p106,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q71pns38,nmdc:omprc-11-5etgxd36,ProcessedSample2_NOM,NOM
nmdc:bsm-11-k3p2ap93,nmdc:omprc-11-chjyn459,ProcessedSample2_NOM,NOM
nmdc:bsm-11-k3p2ap93,nmdc:omprc-11-qds5kj22,ProcessedSample2_NOM,NOM
nmdc:bsm-11-k05a2416,nmdc:omprc-11-kr0xkg97,ProcessedSample2_NOM,NOM
nmdc:bsm-11-07spy989,nmdc:omprc-11-cn9p1983,ProcessedSample2_NOM,NOM
nmdc:bsm-11-k05a2416,nmdc:omprc-11-cpq9t457,ProcessedSample2_NOM,NOM
nmdc:bsm-11-07spy989,nmdc:omprc-11-afg13x21,ProcessedSample2_NOM,NOM
nmdc:bsm-11-29d9a657,nmdc:omprc-11-b12myq79,ProcessedSample2_NOM,NOM
nmdc:bsm-11-29d9a657,nmdc:omprc-11-68xvhn46,ProcessedSample2_NOM,NOM
nmdc:bsm-11-v1mm5n61,nmdc:omprc-11-m0jp5d17,ProcessedSample2_NOM,NOM
nmdc:bsm-11-q42vcp15,nmdc:omprc-11-8jc0tf63,ProcessedSample2_NOM,NOM
nmdc:bsm-11-1srsh991,nmdc:omprc-11-rx0gfz57,ProcessedSample2_NOM,NOM
nmdc:bsm-11-xcyvst62,nmdc:omprc-11-ap02sp76,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ywtc8b82,nmdc:omprc-11-mjktpg77,ProcessedSample2_NOM,NOM
nmdc:bsm-11-39j0y956,nmdc:omprc-11-v0g8gg87,ProcessedSample2_NOM,NOM
nmdc:bsm-11-fdjmge85,nmdc:omprc-11-1kdzwc90,ProcessedSample2_NOM,NOM
nmdc:bsm-11-v1mm5n61,nmdc:omprc-11-3b7s4033,ProcessedSample2_NOM,NOM
nmdc:bsm-11-2nqe9j19,nmdc:omprc-11-25nc8t13,ProcessedSample2_NOM,NOM
nmdc:bsm-11-jvtvhn02,nmdc:omprc-11-7xz6d915,ProcessedSample2_NOM,NOM
nmdc:bsm-11-m959ky58,nmdc:omprc-11-tkt3s758,ProcessedSample2_NOM,NOM
nmdc:bsm-11-vdqjvg77,nmdc:omprc-11-xs25v505,ProcessedSample2_NOM,NOM
nmdc:bsm-11-vdn3kn48,nmdc:omprc-11-da0m7352,ProcessedSample2_NOM,NOM
nmdc:bsm-11-tffhv104,nmdc:omprc-11-s6s2k118,ProcessedSample2_NOM,NOM
nmdc:bsm-11-ntfp9891,nmdc:omprc-11-b2968x48,ProcessedSample2_NOM,NOM
nmdc:bsm-11-cnc9ww90,nmdc:omprc-11-0bwn4t70,ProcessedSample2_NOM,NOM
nmdc:bsm-11-tq2k2z77,nmdc:omprc-11-51wk6490,ProcessedSample2_NOM,NOM
nmdc:bsm-11-8v7e4e60,nmdc:omprc-11-1y35h291,ProcessedSample2_NOM,NOM
nmdc:bsm-11-j7ha4a31,nmdc:omprc-11-y57z5r36,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hbdmpd66,nmdc:omprc-11-77zzn373,ProcessedSample2_NOM,NOM
nmdc:bsm-11-djp7e211,nmdc:omprc-11-9vbm4g80,ProcessedSample2_NOM,NOM
nmdc:bsm-11-0pq46m48,nmdc:omprc-11-rh3def95,ProcessedSample2_NOM,NOM
nmdc:bsm-11-an1f1v40,nmdc:omprc-11-m3ez4h22,ProcessedSample2_NOM,NOM
nmdc:bsm-11-hkftnp97,nmdc:omprc-11-z01fy363,ProcessedSample2_NOM,NOM
nmdc:bsm-11-3d7gwr49,nmdc:omprc-11-1a2f1q56,ProcessedSample2_NOM,NOM
nmdc:bsm-11-h36vdc50,nmdc:omprc-11-xzd2zf78,ProcessedSample2_NOM,NOM
nmdc:bsm-11-tn2emc28,nmdc:omprc-11-34k87848,ProcessedSample2_NOM,NOM
nmdc:bsm-11-z97z1r63,nmdc:omprc-11-pn3p9r73,ProcessedSample2_NOM,NOM
nmdc:bsm-11-y742vs93,nmdc:omprc-11-tg0svb81,ProcessedSample2_NOM,NOM
nmdc:bsm-11-4sw8dr23,nmdc:omprc-11-ggqqp936,ProcessedSample2_NOM,NOM
nmdc:bsm-11-mcp72s80,nmdc:omprc-11-4zqp7450,ProcessedSample2_NOM,NOM
nmdc:bsm-11-kj72y166,nmdc:omprc-11-7fr5pn24,ProcessedSample2_NOM,NOM
