Biosample ID,Associated Studies,Processing Type,Raw Data File,Raw Data Object Alt ID,Proessed Data Directory,mass spec configuration name,lc config name,instrument used,processing instutition,instrument analysis start date,instrument analysis end date,execution resrouce
nmdc:bsm-11-4rx1wt74,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_14_AB_O_09_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-23T22:48:08Z,2018-01-23T23:22:12Z,EMSL-RZR
nmdc:bsm-11-4rx1wt74,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_14_AB_O_09_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-25T18:52:11Z,2018-01-25T19:26:12Z,EMSL-RZR
nmdc:bsm-11-93mc8g67,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_19_AB_M_16_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T08:49:31Z,2018-01-24T09:23:31Z,EMSL-RZR
nmdc:bsm-11-93mc8g67,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_19_AB_M_16_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T20:57:46Z,2018-01-26T21:31:48Z,EMSL-RZR
nmdc:bsm-11-whgy3b08,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_19_AB_O_26_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T12:24:18Z,2018-01-24T12:58:20Z,EMSL-RZR
nmdc:bsm-11-whgy3b08,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_19_AB_O_26_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-27T00:32:06Z,2018-01-27T01:06:09Z,EMSL-RZR
nmdc:bsm-11-m7z9y338,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_27_AB_O_21_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T13:07:16Z,2018-01-24T13:41:21Z,EMSL-RZR
nmdc:bsm-11-m7z9y338,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_27_AB_O_21_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-27T01:15:09Z,2018-01-27T01:49:13Z,EMSL-RZR
nmdc:bsm-11-cpekyy11,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_30_AB_M_14_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-23T22:05:10Z,2018-01-23T22:39:13Z,EMSL-RZR
nmdc:bsm-11-cpekyy11,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_C_30_AB_M_14_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-25T18:09:13Z,2018-01-25T18:43:13Z,EMSL-RZR
nmdc:bsm-11-xxvfda22,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_2_AB_M_23_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T01:40:00Z,2018-01-24T02:14:02Z,EMSL-RZR
nmdc:bsm-11-xxvfda22,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_2_AB_M_23_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T13:48:33Z,2018-01-26T14:22:35Z,EMSL-RZR
nmdc:bsm-11-127y7152,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_2_AB_O_15_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T00:57:04Z,2018-01-24T01:31:06Z,EMSL-RZR
nmdc:bsm-11-127y7152,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_2_AB_O_15_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-25T21:00:59Z,2018-01-25T21:35:01Z,EMSL-RZR
nmdc:bsm-11-nq2tfm26,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_4_AB_M_05_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T06:40:35Z,2018-01-24T07:14:35Z,EMSL-RZR
nmdc:bsm-11-nq2tfm26,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_4_AB_M_05_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T18:48:54Z,2018-01-26T19:22:57Z,EMSL-RZR
nmdc:bsm-11-y52p4f86,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_4_AB_O_06_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T11:41:20Z,2018-01-24T12:15:21Z,EMSL-RZR
nmdc:bsm-11-y52p4f86,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_4_AB_O_06_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T23:49:16Z,2018-01-27T00:23:17Z,EMSL-RZR
nmdc:bsm-11-65a4xw75,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_11_AB_M_13_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T07:23:31Z,2018-01-24T07:57:35Z,EMSL-RZR
nmdc:bsm-11-65a4xw75,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_11_AB_M_13_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T19:31:56Z,2018-01-26T20:05:57Z,EMSL-RZR
nmdc:bsm-11-9nx64x91,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_11_AB_O_24_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-23T23:31:08Z,2018-01-24T00:05:13Z,EMSL-RZR
nmdc:bsm-11-9nx64x91,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_11_AB_O_24_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-25T19:35:09Z,2018-01-25T20:09:11Z,EMSL-RZR
nmdc:bsm-11-efm5hh51,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_17_AB_M_18_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T10:58:24Z,2018-01-24T11:32:27Z,EMSL-RZR
nmdc:bsm-11-efm5hh51,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_17_AB_M_18_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T23:06:28Z,2018-01-26T23:40:29Z,EMSL-RZR
nmdc:bsm-11-fmvr0890,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_17_AB_O_22_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T14:33:08Z,2018-01-24T15:07:10Z,EMSL-RZR
nmdc:bsm-11-fmvr0890,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_17_AB_O_22_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-27T02:40:59Z,2018-01-27T03:15:00Z,EMSL-RZR
nmdc:bsm-11-gk0czc37,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_26_AB_M_12_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T09:32:27Z,2018-01-24T10:06:30Z,EMSL-RZR
nmdc:bsm-11-gk0czc37,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_26_AB_M_12_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T21:40:40Z,2018-01-26T22:14:40Z,EMSL-RZR
nmdc:bsm-11-cwey4y35,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_32_AB_M_20_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T03:05:56Z,2018-01-24T03:39:58Z,EMSL-RZR
nmdc:bsm-11-cwey4y35,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_32_AB_M_20_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T15:14:21Z,2018-01-26T15:48:23Z,EMSL-RZR
nmdc:bsm-11-k4wb6c34,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_32_AB_O_19_POS_23Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, positive",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-24T04:31:47Z,2018-01-24T05:05:47Z,EMSL-RZR
nmdc:bsm-11-k4wb6c34,nmdc:sty-11-8ws97026,,Blanch_Nat_Lip_H_32_AB_O_19_NEG_25Jan18_Brandi-WCSH5801.raw,,,"EMSL lipidomics DDA mass spectrometry method, negative",EMSL LC method for non-polar metabolites,VOrbiETD04,EMSL,2018-01-26T16:40:17Z,2018-01-26T17:14:17Z,EMSL-RZR
