sample_id,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,raw_data_url,associated_studies
nmdc:procsm-11-78y0ha51,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_41_S40-D45_B_Rg80to1200-CE205060-soil-S1_Run142.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_41_S40-D45_B_Rg80to1200-CE205060-soil-S1_Run142.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T12:02:20Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_41_S40-D45_B_Rg80to1200-CE205060-soil-S1_Run142.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-5nwcwr50,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_35_S53-D30_B_Rg80to1200-CE205060-soil-S1_Run127.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_35_S53-D30_B_Rg80to1200-CE205060-soil-S1_Run127.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-16T15:05:48Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_35_S53-D30_B_Rg80to1200-CE205060-soil-S1_Run127.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-hjdr8869,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_54_S53-D89_C_Rg80to1200-CE102040-soil-S1_Run206.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_54_S53-D89_C_Rg80to1200-CE102040-soil-S1_Run206.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-18T01:34:04Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_54_S53-D89_C_Rg80to1200-CE102040-soil-S1_Run206.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-adpv5041,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T23:14:42Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-e72ee141,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T17:32:08Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-2amsae32,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-16T04:31:38Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-qqfw3s98,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T13:18:28Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-n9768h07,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_36_S53-D30_C_Rg80to1200-CE102040-soil-S1_Run218.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_36_S53-D30_C_Rg80to1200-CE102040-soil-S1_Run218.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-18T04:06:09Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_36_S53-D30_C_Rg80to1200-CE102040-soil-S1_Run218.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-kbyhsz73,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_7_S32-D30_A_Rg80to1200-CE102040-soil-S1_Run39.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_7_S32-D30_A_Rg80to1200-CE102040-soil-S1_Run39.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T20:29:54Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_7_S32-D30_A_Rg80to1200-CE102040-soil-S1_Run39.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-ctq0rj41,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_21_S16-D89_C_Rg80to1200-CE102040-soil-S1_Run221.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_21_S16-D89_C_Rg80to1200-CE102040-soil-S1_Run221.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-18T04:44:14Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_21_S16-D89_C_Rg80to1200-CE102040-soil-S1_Run221.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-rh5cjp57,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_11_S16-D45_B_Rg80to1200-CE205060-soil-S1_Run130.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_11_S16-D45_B_Rg80to1200-CE205060-soil-S1_Run130.corems,"JGI/LBNL Standard Metabolomics Method, negative @20,50,60CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-16T15:43:54Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_11_S16-D45_B_Rg80to1200-CE205060-soil-S1_Run130.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-j0n67c48,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_16_S32-D45_A_Rg80to1200-CE102040-soil-S1_Run30.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_16_S32-D45_A_Rg80to1200-CE102040-soil-S1_Run30.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-15T18:35:42Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_16_S32-D45_A_Rg80to1200-CE102040-soil-S1_Run30.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
nmdc:procsm-11-6g4t8h75,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/raw/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_3_S16-D30_C_Rg80to1200-CE102040-soil-S1_Run198.raw,/Volumes/LaCie/nmdc_data/kroeger_11_dwsv7q78/processed_20260202/20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_3_S16-D30_C_Rg80to1200-CE102040-soil-S1_Run198.corems,"JGI/LBNL Standard Metabolomics Method, negative @10,20,40CE",JGI/LBNL Metabolomics Standard LC Method - Nonpolar C18,Thermo Orbitrap Q-Exactive,NMDC,JGI,2021-09-17T23:52:50Z,,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000094090%2Fraw%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680%2Frawdata%2F20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_3_S16-D30_C_Rg80to1200-CE102040-soil-S1_Run198.raw&forceDownload=true,['nmdc:sty-11-dwsv7q78']
